Testing v8 version different from logging version
Statistical profiling result from typescript272-isolate-0x55f0275101c0-v8.log, (5169 ticks, 86 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
   1831   35.4%          /usr/local/bin/node
   1419   27.5%          /lib/ld-musl-x86_64.so.1
    240    4.6%          [vdso]
      2    0.0%          /usr/lib/libstdc++.so.6.0.22

 [JavaScript]:
   ticks  total  nonlib   name
      1  100.0%        LazyCompile: ~getSignatureFromDeclaration /app/node_modules/typescript/lib/tsc.js:24687:45
      1  100.0%          LazyCompile: ~getSignaturesOfSymbol /app/node_modules/typescript/lib/tsc.js:24807:39
      1  100.0%            LazyCompile: ~resolveDeclaredMembers /app/node_modules/typescript/lib/tsc.js:23681:40
      1   33.3%      LazyCompile: *getTypeFromTypeNode /app/node_modules/typescript/lib/tsc.js:26121:37
      1  100.0%        LazyCompile: *typeArgumentsFromTypeReferenceNode /app/node_modules/typescript/lib/tsc.js:25261:52
      1  100.0%          LazyCompile: ~getTypeReferenceType /app/node_modules/typescript/lib/tsc.js:25156:38
      1  100.0%            LazyCompile: *checkSourceElement /app/node_modules/typescript/lib/tsc.js:37736:36
      3    1.5%    LazyCompile: *getPropertyOfType /app/node_modules/typescript/lib/tsc.js:24512:35
      2   66.7%      LazyCompile: ~createUnionOrIntersectionProperty /app/node_modules/typescript/lib/tsc.js:24438:51
      2  100.0%        LazyCompile: ~getUnionOrIntersectionProperty /app/node_modules/typescript/lib/tsc.js:24497:48
      2  100.0%          LazyCompile: ~getPropertyOfUnionOrIntersectionType /app/node_modules/typescript/lib/tsc.js:24508:54
      2  100.0%            LazyCompile: ~getPropertiesOfUnionOrIntersectionType /app/node_modules/typescript/lib/tsc.js:24256:56
      1   33.3%      LazyCompile: ~getUnmatchedProperty /app/node_modules/typescript/lib/tsc.js:28368:38
      1  100.0%        LazyCompile: *propertiesRelatedTo /app/node_modules/typescript/lib/tsc.js:27361:41
      1  100.0%          LazyCompile: *structuredTypeRelatedTo /app/node_modules/typescript/lib/tsc.js:27219:45
      1  100.0%            LazyCompile: ~recursiveTypeRelatedTo /app/node_modules/typescript/lib/tsc.js:27161:44
      3    1.5%    LazyCompile: *getMinTypeArgumentCount /app/node_modules/typescript/lib/tsc.js:24652:41
      2   66.7%      LazyCompile: ~checkTypeArgumentConstraints /app/node_modules/typescript/lib/tsc.js:34942:46
      2  100.0%        LazyCompile: *checkSourceElement /app/node_modules/typescript/lib/tsc.js:37736:36
      2  100.0%          LazyCompile: *checkSignatureDeclaration /app/node_modules/typescript/lib/tsc.js:34620:43
      2  100.0%            LazyCompile: *checkFunctionOrMethodDeclaration /app/node_modules/typescript/lib/tsc.js:35656:50
      1   33.3%      LazyCompile: *getTypeReferenceType /app/node_modules/typescript/lib/tsc.js:25156:38
      1  100.0%        LazyCompile: *checkSourceElement /app/node_modules/typescript/lib/tsc.js:37736:36
      1  100.0%          LazyCompile: *checkVariableLikeDeclaration /app/node_modules/typescript/lib/tsc.js:36076:46
      1  100.0%            LazyCompile: *checkParameter /app/node_modules/typescript/lib/tsc.js:34511:32
      3    1.5%    LazyCompile: *getMergedSymbol /app/node_modules/typescript/lib/tsc.js:21298:33
      2   66.7%      LazyCompile: *getSymbolOfNode /app/node_modules/typescript/lib/tsc.js:21302:33
      1   50.0%        LazyCompile: ~getOuterTypeParameters /app/node_modules/typescript/lib/tsc.js:23187:40
      1  100.0%          LazyCompile: ~getOuterTypeParameters /app/node_modules/typescript/lib/tsc.js:23187:40
      1  100.0%            LazyCompile: ~getAnonymousTypeInstantiation /app/node_modules/typescript/lib/tsc.js:26310:47
      1   50.0%        LazyCompile: ~checkExportsOnMergedDeclarations /app/node_modules/typescript/lib/tsc.js:35237:50
      1  100.0%          LazyCompile: *checkVariableLikeDeclaration /app/node_modules/typescript/lib/tsc.js:36076:46
      1  100.0%            LazyCompile: *checkParameter /app/node_modules/typescript/lib/tsc.js:34511:32
      1   33.3%      LazyCompile: ~getTypeFromClassOrInterfaceReference /app/node_modules/typescript/lib/tsc.js:25075:54
      1  100.0%        LazyCompile: ~getTypeReferenceTypeWorker /app/node_modules/typescript/lib/tsc.js:25186:44
      1  100.0%          LazyCompile: ~getTypeReferenceType /app/node_modules/typescript/lib/tsc.js:25156:38
      1  100.0%            LazyCompile: ~getTypeFromTypeReference /app/node_modules/typescript/lib/tsc.js:25242:42
      3    1.5%    LazyCompile: *getCombinedModifierFlags /app/node_modules/typescript/lib/tsc.js:8903:38
      2   66.7%      LazyCompile: ~getDeclarationModifierFlagsFromSymbol /app/node_modules/typescript/lib/tsc.js:8596:51
      1   50.0%        LazyCompile: ~isReadonlySymbol /app/node_modules/typescript/lib/tsc.js:33619:34
      1  100.0%          LazyCompile: ~createUnionOrIntersectionProperty /app/node_modules/typescript/lib/tsc.js:24438:51
      1  100.0%            LazyCompile: ~getUnionOrIntersectionProperty /app/node_modules/typescript/lib/tsc.js:24497:48
      1   50.0%        LazyCompile: ~getLiteralTypeFromPropertyName /app/node_modules/typescript/lib/tsc.js:25722:48
      1  100.0%          LazyCompile: ~map /app/node_modules/typescript/lib/tsc.js:463:17
      1  100.0%            LazyCompile: ~getLiteralTypeFromPropertyNames /app/node_modules/typescript/lib/tsc.js:25727:49
      1   33.3%      LazyCompile: ~getEffectiveDeclarationFlags /app/node_modules/typescript/lib/tsc.js:35055:46
      1  100.0%        LazyCompile: ~checkFunctionOrConstructorSymbol /app/node_modules/typescript/lib/tsc.js:35068:50
      1  100.0%          LazyCompile: ~checkFunctionOrMethodDeclaration /app/node_modules/typescript/lib/tsc.js:35656:50
      1  100.0%            LazyCompile: ~checkMethodDeclaration /app/node_modules/typescript/lib/tsc.js:34828:40
      3    1.5%    LazyCompile: *createNode /app/node_modules/typescript/lib/tsc.js:11347:28
      1   33.3%      LazyCompile: ~parseJSDocIdentifierName /app/node_modules/typescript/lib/tsc.js:15499:50
      1  100.0%        LazyCompile: ~parseTag /app/node_modules/typescript/lib/tsc.js:15048:34
      1  100.0%          LazyCompile: *<anonymous> /app/node_modules/typescript/lib/tsc.js:14943:67
      1  100.0%            LazyCompile: *parseJSDocCommentWorker /app/node_modules/typescript/lib/tsc.js:14927:45
      1   33.3%      LazyCompile: *parseParameter /app/node_modules/typescript/lib/tsc.js:12118:32
      1  100.0%        LazyCompile: *parseDelimitedList /app/node_modules/typescript/lib/tsc.js:11873:36
      1  100.0%          LazyCompile: *fillSignature /app/node_modules/typescript/lib/tsc.js:12137:31
      1  100.0%            LazyCompile: ~parseFunctionOrConstructorType /app/node_modules/typescript/lib/tsc.js:12345:48
      1   33.3%      LazyCompile: *parseNonArrayType /app/node_modules/typescript/lib/tsc.js:12379:35
      1  100.0%        LazyCompile: *parseIntersectionTypeOrHigher /app/node_modules/typescript/lib/tsc.js:12552:47
      1  100.0%          LazyCompile: *parseUnionOrIntersectionType /app/node_modules/typescript/lib/tsc.js:12538:46
      1  100.0%            LazyCompile: *parseParameter /app/node_modules/typescript/lib/tsc.js:12118:32
      3    1.5%    LazyCompile: *checkSourceElement /app/node_modules/typescript/lib/tsc.js:37736:36
      2   66.7%      LazyCompile: *forEach /app/node_modules/typescript/lib/tsc.js:257:21
      1   50.0%        LazyCompile: ~checkUnionOrIntersectionType /app/node_modules/typescript/lib/tsc.js:35011:46
      1  100.0%          LazyCompile: *checkSourceElement /app/node_modules/typescript/lib/tsc.js:37736:36
      1  100.0%            LazyCompile: *checkSignatureDeclaration /app/node_modules/typescript/lib/tsc.js:34620:43
      1   50.0%        LazyCompile: ~checkTypeLiteral /app/node_modules/typescript/lib/tsc.js:34992:34
      1  100.0%          LazyCompile: *checkSourceElement /app/node_modules/typescript/lib/tsc.js:37736:36
      1  100.0%            LazyCompile: *checkVariableLikeDeclaration /app/node_modules/typescript/lib/tsc.js:36076:46
      1   33.3%      LazyCompile: *checkUnionOrIntersectionType /app/node_modules/typescript/lib/tsc.js:35011:46
      1  100.0%        LazyCompile: *checkSourceElement /app/node_modules/typescript/lib/tsc.js:37736:36
      1  100.0%          LazyCompile: *forEach /app/node_modules/typescript/lib/tsc.js:257:21
      1  100.0%            LazyCompile: *checkSourceElement /app/node_modules/typescript/lib/tsc.js:37736:36
      3    1.5%    LazyCompile: *checkSignatureDeclaration /app/node_modules/typescript/lib/tsc.js:34620:43
      2   66.7%      LazyCompile: *checkSourceElement /app/node_modules/typescript/lib/tsc.js:37736:36
      2  100.0%        LazyCompile: *checkVariableLikeDeclaration /app/node_modules/typescript/lib/tsc.js:36076:46
      2  100.0%          LazyCompile: *checkParameter /app/node_modules/typescript/lib/tsc.js:34511:32
      2  100.0%            LazyCompile: *checkSignatureDeclaration /app/node_modules/typescript/lib/tsc.js:34620:43
      1   33.3%      LazyCompile: *checkFunctionOrMethodDeclaration /app/node_modules/typescript/lib/tsc.js:35656:50
      1  100.0%        LazyCompile: ~checkMethodDeclaration /app/node_modules/typescript/lib/tsc.js:34828:40
      1  100.0%          LazyCompile: *checkSourceElement /app/node_modules/typescript/lib/tsc.js:37736:36
      1  100.0%            LazyCompile: *forEach /app/node_modules/typescript/lib/tsc.js:257:21
      3    1.5%    LazyCompile: *checkParameter /app/node_modules/typescript/lib/tsc.js:34511:32
      2   66.7%      LazyCompile: *checkSignatureDeclaration /app/node_modules/typescript/lib/tsc.js:34620:43
      2  100.0%        LazyCompile: *checkFunctionOrMethodDeclaration /app/node_modules/typescript/lib/tsc.js:35656:50
      2  100.0%          LazyCompile: ~checkMethodDeclaration /app/node_modules/typescript/lib/tsc.js:34828:40
      1   50.0%            LazyCompile: ~checkSourceElement /app/node_modules/typescript/lib/tsc.js:37736:36
      1   50.0%            LazyCompile: *checkSourceElement /app/node_modules/typescript/lib/tsc.js:37736:36
      1   33.3%      LazyCompile: ~forEach /app/node_modules/typescript/lib/tsc.js:257:21
      1  100.0%        LazyCompile: ~checkSignatureDeclaration /app/node_modules/typescript/lib/tsc.js:34620:43
      1  100.0%          LazyCompile: ~checkFunctionOrMethodDeclaration /app/node_modules/typescript/lib/tsc.js:35656:50
      1  100.0%            LazyCompile: ~checkMethodDeclaration /app/node_modules/typescript/lib/tsc.js:34828:40
      3    1.5%    LazyCompile: *checkExportsOnMergedDeclarations /app/node_modules/typescript/lib/tsc.js:35237:50
      3  100.0%      LazyCompile: *checkVariableLikeDeclaration /app/node_modules/typescript/lib/tsc.js:36076:46
      2   66.7%        LazyCompile: *checkParameter /app/node_modules/typescript/lib/tsc.js:34511:32
      2  100.0%          LazyCompile: *checkSignatureDeclaration /app/node_modules/typescript/lib/tsc.js:34620:43
      2  100.0%            LazyCompile: *checkFunctionOrMethodDeclaration /app/node_modules/typescript/lib/tsc.js:35656:50
      1   33.3%        LazyCompile: ~checkParameter /app/node_modules/typescript/lib/tsc.js:34511:32
      1  100.0%          LazyCompile: *forEach /app/node_modules/typescript/lib/tsc.js:257:21
      1  100.0%            LazyCompile: ~checkSignatureDeclaration /app/node_modules/typescript/lib/tsc.js:34620:43
      3    1.5%    LazyCompile: *bindWorker /app/node_modules/typescript/lib/tsc.js:17309:28
      2   66.7%      LazyCompile: *bind /app/node_modules/typescript/lib/tsc.js:17245:22
      1   50.0%        LazyCompile: ~checkTypePredicate /app/node_modules/typescript/lib/tsc.js:17487:36
      1  100.0%          LazyCompile: *bindWorker /app/node_modules/typescript/lib/tsc.js:17309:28
      1  100.0%            LazyCompile: *bind /app/node_modules/typescript/lib/tsc.js:17245:22
      1   50.0%        LazyCompile: *visitNode /app/node_modules/typescript/lib/tsc.js:10502:23
      1  100.0%          LazyCompile: ~forEachChild /app/node_modules/typescript/lib/tsc.js:10519:26
      1  100.0%            LazyCompile: *bindChildrenWorker /app/node_modules/typescript/lib/tsc.js:16218:36
      1   33.3%      LazyCompile: *visitNodes /app/node_modules/typescript/lib/tsc.js:10505:24
      1  100.0%        LazyCompile: ~forEachChild /app/node_modules/typescript/lib/tsc.js:10519:26
      1  100.0%          LazyCompile: *bindChildrenWorker /app/node_modules/typescript/lib/tsc.js:16218:36
      1  100.0%            LazyCompile: *bindContainer /app/node_modules/typescript/lib/tsc.js:16108:31
      3    1.5%    LazyCompile: *bindChildrenWorker /app/node_modules/typescript/lib/tsc.js:16218:36
      2   66.7%      LazyCompile: *bind /app/node_modules/typescript/lib/tsc.js:17245:22
      1   50.0%        LazyCompile: *visitNode /app/node_modules/typescript/lib/tsc.js:10502:23
      1  100.0%          LazyCompile: ~forEachChild /app/node_modules/typescript/lib/tsc.js:10519:26
      1  100.0%            LazyCompile: *bindChildrenWorker /app/node_modules/typescript/lib/tsc.js:16218:36
      1   50.0%        LazyCompile: *forEach /app/node_modules/typescript/lib/tsc.js:257:21
      1  100.0%          LazyCompile: ~bindEach /app/node_modules/typescript/lib/tsc.js:16195:26
      1  100.0%            LazyCompile: ~visitNodes /app/node_modules/typescript/lib/tsc.js:10505:24
      1   33.3%      LazyCompile: *visitNodes /app/node_modules/typescript/lib/tsc.js:10505:24
      1  100.0%        LazyCompile: ~forEachChild /app/node_modules/typescript/lib/tsc.js:10519:26
      1  100.0%          LazyCompile: *bindChildrenWorker /app/node_modules/typescript/lib/tsc.js:16218:36
      1  100.0%            LazyCompile: ~bindChildren /app/node_modules/typescript/lib/tsc.js:16178:30
      3    1.5%    LazyCompile: *<anonymous> /app/node_modules/typescript/lib/tsc.js:21359:38
      3  100.0%      Builtin: MapPrototypeForEach
      2   66.7%        LazyCompile: *getNamedMembers /app/node_modules/typescript/lib/tsc.js:21357:33
      2  100.0%          LazyCompile: ~setStructuredTypeMembers /app/node_modules/typescript/lib/tsc.js:21370:42
      1   50.0%            LazyCompile: ~resolveObjectTypeMembers /app/node_modules/typescript/lib/tsc.js:23822:42
      1   50.0%            LazyCompile: ~resolveAnonymousTypeMembers /app/node_modules/typescript/lib/tsc.js:24046:45
      1   33.3%        LazyCompile: ~getNamedMembers /app/node_modules/typescript/lib/tsc.js:21357:33
      1  100.0%          LazyCompile: ~setStructuredTypeMembers /app/node_modules/typescript/lib/tsc.js:21370:42
      1  100.0%            LazyCompile: ~resolveObjectTypeMembers /app/node_modules/typescript/lib/tsc.js:23822:42

    138    2.7%  Builtin: InterpreterEntryTrampoline
      5    3.6%    LazyCompile: ~getTypeOfVariableOrParameterOrProperty /app/node_modules/typescript/lib/tsc.js:22926:56
      2   40.0%      LazyCompile: ~getTypeOfSymbol /app/node_modules/typescript/lib/tsc.js:23134:33
      2  100.0%        LazyCompile: ~checkVariableLikeDeclaration /app/node_modules/typescript/lib/tsc.js:36076:46
      1   50.0%          LazyCompile: ~checkPropertyDeclaration /app/node_modules/typescript/lib/tsc.js:34823:42
      1  100.0%            LazyCompile: ~checkSourceElement /app/node_modules/typescript/lib/tsc.js:37736:36
      1   50.0%          LazyCompile: *checkSourceElement /app/node_modules/typescript/lib/tsc.js:37736:36
      1  100.0%            LazyCompile: *forEach /app/node_modules/typescript/lib/tsc.js:257:21
      2   40.0%      LazyCompile: *getTypeOfSymbol /app/node_modules/typescript/lib/tsc.js:23134:33
      2  100.0%        LazyCompile: ~checkVariableLikeDeclaration /app/node_modules/typescript/lib/tsc.js:36076:46
      1   50.0%          LazyCompile: ~checkVariableDeclaration /app/node_modules/typescript/lib/tsc.js:36187:42
      1  100.0%            LazyCompile: ~checkSourceElement /app/node_modules/typescript/lib/tsc.js:37736:36
      1   50.0%          LazyCompile: *checkSourceElement /app/node_modules/typescript/lib/tsc.js:37736:36
      1  100.0%            LazyCompile: *forEach /app/node_modules/typescript/lib/tsc.js:257:21
      1   20.0%      LazyCompile: *checkVariableLikeDeclaration /app/node_modules/typescript/lib/tsc.js:36076:46
      1  100.0%        LazyCompile: *checkSourceElement /app/node_modules/typescript/lib/tsc.js:37736:36
      1  100.0%          LazyCompile: *forEach /app/node_modules/typescript/lib/tsc.js:257:21
      1  100.0%            LazyCompile: ~checkTypeLiteral /app/node_modules/typescript/lib/tsc.js:34992:34
      5    3.6%    LazyCompile: ~declareSymbol /app/node_modules/typescript/lib/tsc.js:16024:31
      3   60.0%      LazyCompile: *declareSymbolAndAddToSymbolTable /app/node_modules/typescript/lib/tsc.js:16963:50
      3  100.0%        LazyCompile: ~bindParameter /app/node_modules/typescript/lib/tsc.js:17715:31
      2   66.7%          LazyCompile: *bindWorker /app/node_modules/typescript/lib/tsc.js:17309:28
      2  100.0%            LazyCompile: *visitNodes /app/node_modules/typescript/lib/tsc.js:10505:24
      1   33.3%          LazyCompile: ~bindWorker /app/node_modules/typescript/lib/tsc.js:17309:28
      1  100.0%            LazyCompile: *bind /app/node_modules/typescript/lib/tsc.js:17245:22
      1   20.0%      LazyCompile: ~declareSymbolAndAddToSymbolTable /app/node_modules/typescript/lib/tsc.js:16963:50
      1  100.0%        LazyCompile: ~bindPropertyOrMethodOrAccessor /app/node_modules/typescript/lib/tsc.js:17758:48
      1  100.0%          LazyCompile: ~bindWorker /app/node_modules/typescript/lib/tsc.js:17309:28
      1  100.0%            LazyCompile: ~bind /app/node_modules/typescript/lib/tsc.js:17245:22
      1   20.0%      LazyCompile: ~declareClassMember /app/node_modules/typescript/lib/tsc.js:16999:36
      1  100.0%        LazyCompile: ~declareSymbolAndAddToSymbolTable /app/node_modules/typescript/lib/tsc.js:16963:50
      1  100.0%          LazyCompile: ~bindPropertyOrMethodOrAccessor /app/node_modules/typescript/lib/tsc.js:17758:48
      1  100.0%            LazyCompile: ~bindWorker /app/node_modules/typescript/lib/tsc.js:17309:28
      4    2.9%    LazyCompile: *resolveName /app/node_modules/typescript/lib/tsc.js:20421:29
      3   75.0%      LazyCompile: *resolveEntityName /app/node_modules/typescript/lib/tsc.js:21028:35
      2   66.7%        LazyCompile: ~resolveTypeReferenceName /app/node_modules/typescript/lib/tsc.js:25150:42
      1   50.0%          LazyCompile: ~getTypeFromTypeReference /app/node_modules/typescript/lib/tsc.js:25242:42
      1  100.0%            LazyCompile: ~checkTypeReferenceNode /app/node_modules/typescript/lib/tsc.js:34960:40
      1   50.0%          LazyCompile: *checkSourceElement /app/node_modules/typescript/lib/tsc.js:37736:36
      1  100.0%            LazyCompile: *checkVariableLikeDeclaration /app/node_modules/typescript/lib/tsc.js:36076:46
      1   33.3%        LazyCompile: *getTypeFromTypeReference /app/node_modules/typescript/lib/tsc.js:25242:42
      1  100.0%          LazyCompile: *checkSourceElement /app/node_modules/typescript/lib/tsc.js:37736:36
      1  100.0%            LazyCompile: *checkSignatureDeclaration /app/node_modules/typescript/lib/tsc.js:34620:43
      1   25.0%      LazyCompile: ~resolveEntityName /app/node_modules/typescript/lib/tsc.js:21028:35
      1  100.0%        LazyCompile: ~resolveTypeReferenceName /app/node_modules/typescript/lib/tsc.js:25150:42
      1  100.0%          LazyCompile: ~getTypeFromTypeReference /app/node_modules/typescript/lib/tsc.js:25242:42
      1  100.0%            LazyCompile: ~getTypeFromTypeNode /app/node_modules/typescript/lib/tsc.js:26121:37
      3    2.2%    LazyCompile: ~toPath /app/node_modules/typescript/lib/tsc.js:246:20
      2   66.7%      LazyCompile: ~toPath /app/node_modules/typescript/lib/tsc.js:62174:24
      1   50.0%        LazyCompile: ~resolveNamesWithLocalCache /app/node_modules/typescript/lib/tsc.js:61505:44
      1  100.0%          LazyCompile: ~resolveTypeReferenceDirectives /app/node_modules/typescript/lib/tsc.js:61577:48
      1  100.0%            LazyCompile: ~compilerHost.resolveTypeReferenceDirectives /app/node_modules/typescript/lib/tsc.js:62113:23
      1   50.0%        LazyCompile: ~fileExists /app/node_modules/typescript/lib/tsc.js:62177:28
      1  100.0%          LazyCompile: ~tryFile /app/node_modules/typescript/lib/tsc.js:19287:21
      1  100.0%            LazyCompile: ~tryExtension /app/node_modules/typescript/lib/tsc.js:19282:30
      1   33.3%      LazyCompile: ~toPath /app/node_modules/typescript/lib/tsc.js:58813:24
      1  100.0%        LazyCompile: ~directoryExists /app/node_modules/typescript/lib/tsc.js:58876:33
      1  100.0%          LazyCompile: ~compilerHost.directoryExists /app/node_modules/typescript/lib/tsc.js:62085:82
      1  100.0%            LazyCompile: ~directoryProbablyExists /app/node_modules/typescript/lib/tsc.js:19246:37
      3    2.2%    LazyCompile: ~checkSignatureDeclaration /app/node_modules/typescript/lib/tsc.js:34620:43
      2   66.7%      LazyCompile: ~checkFunctionOrMethodDeclaration /app/node_modules/typescript/lib/tsc.js:35656:50
      2  100.0%        LazyCompile: ~checkMethodDeclaration /app/node_modules/typescript/lib/tsc.js:34828:40
      2  100.0%          LazyCompile: ~checkSourceElement /app/node_modules/typescript/lib/tsc.js:37736:36
      2  100.0%            LazyCompile: *forEach /app/node_modules/typescript/lib/tsc.js:257:21
      1   33.3%      LazyCompile: *checkFunctionOrMethodDeclaration /app/node_modules/typescript/lib/tsc.js:35656:50
      1  100.0%        LazyCompile: ~checkMethodDeclaration /app/node_modules/typescript/lib/tsc.js:34828:40
      1  100.0%          LazyCompile: ~checkSourceElement /app/node_modules/typescript/lib/tsc.js:37736:36
      1  100.0%            LazyCompile: *forEach /app/node_modules/typescript/lib/tsc.js:257:21
      3    2.2%    LazyCompile: ~bindContainer /app/node_modules/typescript/lib/tsc.js:16108:31
      3  100.0%      LazyCompile: *bind /app/node_modules/typescript/lib/tsc.js:17245:22
      2   66.7%        LazyCompile: ~forEach /app/node_modules/typescript/lib/tsc.js:257:21
      2  100.0%          LazyCompile: ~bindEach /app/node_modules/typescript/lib/tsc.js:16195:26
      2  100.0%            LazyCompile: ~visitNodes /app/node_modules/typescript/lib/tsc.js:10505:24
      1   33.3%        LazyCompile: *forEach /app/node_modules/typescript/lib/tsc.js:257:21
      1  100.0%          LazyCompile: ~bindEach /app/node_modules/typescript/lib/tsc.js:16195:26
      1  100.0%            LazyCompile: ~visitNodes /app/node_modules/typescript/lib/tsc.js:10505:24
      3    2.2%    LazyCompile: *getTypeOfVariableOrParameterOrProperty /app/node_modules/typescript/lib/tsc.js:22926:56
      2   66.7%      LazyCompile: *checkVariableLikeDeclaration /app/node_modules/typescript/lib/tsc.js:36076:46
      1   50.0%        LazyCompile: ~checkVariableDeclaration /app/node_modules/typescript/lib/tsc.js:36187:42
      1  100.0%          LazyCompile: *checkSourceElement /app/node_modules/typescript/lib/tsc.js:37736:36
      1  100.0%            LazyCompile: *forEach /app/node_modules/typescript/lib/tsc.js:257:21
      1   50.0%        LazyCompile: ~checkParameter /app/node_modules/typescript/lib/tsc.js:34511:32
      1  100.0%          LazyCompile: *forEach /app/node_modules/typescript/lib/tsc.js:257:21
      1  100.0%            LazyCompile: ~checkSignatureDeclaration /app/node_modules/typescript/lib/tsc.js:34620:43
      1   33.3%      LazyCompile: ~getTypeOfSymbol /app/node_modules/typescript/lib/tsc.js:23134:33
      1  100.0%        LazyCompile: ~checkVariableLikeDeclaration /app/node_modules/typescript/lib/tsc.js:36076:46
      1  100.0%          LazyCompile: *checkSourceElement /app/node_modules/typescript/lib/tsc.js:37736:36
      1  100.0%            LazyCompile: ~forEach /app/node_modules/typescript/lib/tsc.js:257:21
      3    2.2%    LazyCompile: *checkVariableLikeDeclaration /app/node_modules/typescript/lib/tsc.js:36076:46
      3  100.0%      LazyCompile: *checkParameter /app/node_modules/typescript/lib/tsc.js:34511:32
      3  100.0%        LazyCompile: *checkSignatureDeclaration /app/node_modules/typescript/lib/tsc.js:34620:43
      1   33.3%          LazyCompile: ~checkFunctionOrMethodDeclaration /app/node_modules/typescript/lib/tsc.js:35656:50
      1  100.0%            LazyCompile: ~checkMethodDeclaration /app/node_modules/typescript/lib/tsc.js:34828:40
      1   33.3%          LazyCompile: *checkSourceElement /app/node_modules/typescript/lib/tsc.js:37736:36
      1  100.0%            LazyCompile: *checkVariableLikeDeclaration /app/node_modules/typescript/lib/tsc.js:36076:46
      1   33.3%          LazyCompile: *checkFunctionOrMethodDeclaration /app/node_modules/typescript/lib/tsc.js:35656:50
      1  100.0%            LazyCompile: ~checkMethodDeclaration /app/node_modules/typescript/lib/tsc.js:34828:40
      3    2.2%    Builtin: MapPrototypeForEach
      2   66.7%      LazyCompile: ~getNamedMembers /app/node_modules/typescript/lib/tsc.js:21357:33
      2  100.0%        LazyCompile: ~setStructuredTypeMembers /app/node_modules/typescript/lib/tsc.js:21370:42
      2  100.0%          LazyCompile: ~resolveObjectTypeMembers /app/node_modules/typescript/lib/tsc.js:23822:42
      2  100.0%            LazyCompile: ~resolveClassOrInterfaceMembers /app/node_modules/typescript/lib/tsc.js:23868:48
      1   33.3%      LazyCompile: ~createBuilderProgramState /app/node_modules/typescript/lib/tsc.js:61141:39
      1  100.0%        LazyCompile: ~createBuilderProgram /app/node_modules/typescript/lib/tsc.js:61266:34
      1  100.0%          LazyCompile: ~createEmitAndSemanticDiagnosticsBuilderProgram /app/node_modules/typescript/lib/tsc.js:61383:60
      1  100.0%            LazyCompile: ~watchCompilerHost.createProgram /app/node_modules/typescript/lib/tsc.js:64318:52
      2    1.4%    LazyCompile: ~speculationHelper /app/node_modules/typescript/lib/tsc.js:11258:35
      2  100.0%      LazyCompile: ~lookAhead /app/node_modules/typescript/lib/tsc.js:11274:27
      1   50.0%        LazyCompile: ~isStartOfDeclaration /app/node_modules/typescript/lib/tsc.js:13989:38
      1  100.0%          LazyCompile: ~parseStatement /app/node_modules/typescript/lib/tsc.js:14047:32
      1  100.0%            LazyCompile: *parseListElement /app/node_modules/typescript/lib/tsc.js:11669:34
      1   50.0%        LazyCompile: *isStartOfFunctionType /app/node_modules/typescript/lib/tsc.js:12558:39
      1  100.0%          LazyCompile: ~parseTypeWorker /app/node_modules/typescript/lib/tsc.js:12621:33
      1  100.0%            LazyCompile: *doOutsideOfContext /app/node_modules/typescript/lib/tsc.js:11159:36
      2    1.4%    LazyCompile: ~resolveObjectTypeMembers /app/node_modules/typescript/lib/tsc.js:23822:42
      1   50.0%      LazyCompile: ~resolveTypeReferenceMembers /app/node_modules/typescript/lib/tsc.js:23871:45
      1  100.0%        LazyCompile: *getPropertiesOfObjectType /app/node_modules/typescript/lib/tsc.js:24241:43
      1  100.0%          LazyCompile: ~getPropertiesOfType /app/node_modules/typescript/lib/tsc.js:24278:37
      1  100.0%            LazyCompile: ~isRelatedTo /app/node_modules/typescript/lib/tsc.js:26873:33
      1   50.0%      LazyCompile: ~resolveClassOrInterfaceMembers /app/node_modules/typescript/lib/tsc.js:23868:48
      1  100.0%        LazyCompile: *resolveStructuredTypeMembers /app/node_modules/typescript/lib/tsc.js:24213:46
      1  100.0%          LazyCompile: ~getPropertiesOfObjectType /app/node_modules/typescript/lib/tsc.js:24241:43
      1  100.0%            LazyCompile: ~getPropertiesOfType /app/node_modules/typescript/lib/tsc.js:24278:37
      2    1.4%    LazyCompile: ~getTypeFromTypeReference /app/node_modules/typescript/lib/tsc.js:25242:42
      1   50.0%      LazyCompile: ~getTypeFromTypeNode /app/node_modules/typescript/lib/tsc.js:26121:37
      1  100.0%        LazyCompile: ~tryGetTypeFromEffectiveTypeNode /app/node_modules/typescript/lib/tsc.js:22920:49
      1  100.0%          LazyCompile: ~getTypeForVariableLikeDeclaration /app/node_modules/typescript/lib/tsc.js:22731:51
      1  100.0%            LazyCompile: *getTypeOfVariableOrParameterOrProperty /app/node_modules/typescript/lib/tsc.js:22926:56
      1   50.0%      LazyCompile: ~checkTypeReferenceNode /app/node_modules/typescript/lib/tsc.js:34960:40
      1  100.0%        LazyCompile: ~checkSourceElement /app/node_modules/typescript/lib/tsc.js:37736:36
      1  100.0%          LazyCompile: *checkUnionOrIntersectionType /app/node_modules/typescript/lib/tsc.js:35011:46
      1  100.0%            LazyCompile: ~checkSourceElement /app/node_modules/typescript/lib/tsc.js:37736:36
      2    1.4%    LazyCompile: ~getTypeFromTypeLiteralOrFunctionOrConstructorTypeNode /app/node_modules/typescript/lib/tsc.js:25935:71
