Testing v8 version different from logging version
Statistical profiling result from typescript272-isolate-0x55f0275101c0-v8.log, (5169 ticks, 86 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
   1831   35.4%          /usr/local/bin/node
   1419   27.5%          /lib/ld-musl-x86_64.so.1
    240    4.6%          [vdso]
      2    0.0%          /usr/lib/libstdc++.so.6.0.22

 [JavaScript]:
   ticks  total  nonlib   name
     93   98.9%        LazyCompile: ~readFile /app/node_modules/typescript/lib/tsc.js:61963:32
     52   55.9%          LazyCompile: ~getNewSourceFile /app/node_modules/typescript/lib/tsc.js:62222:38
     52  100.0%            LazyCompile: ~getVersionedSourceFileByPath /app/node_modules/typescript/lib/tsc.js:62185:46
     41   44.1%          LazyCompile: ~readFile /app/node_modules/typescript/lib/tsc.js:62041:33
     41  100.0%            LazyCompile: ~readJson /app/node_modules/typescript/lib/tsc.js:18730:22
      1    1.1%        LazyCompile: ~getParsedCommandLineOfConfigFile /app/node_modules/typescript/lib/tsc.js:61887:46
      1  100.0%          LazyCompile: ~parseConfigFileWithSystem /app/node_modules/typescript/lib/tsc.js:61877:39
      1  100.0%            LazyCompile: ~executeCommandLine /app/node_modules/typescript/lib/tsc.js:64225:32
     87    5.2%      LazyCompile: ~createScript vm.js:79:22
     87  100.0%        LazyCompile: ~runInThisContext vm.js:138:26
     87  100.0%          LazyCompile: ~Module._compile module.js:609:37
     87  100.0%            LazyCompile: ~Module._extensions..js module.js:661:37
     70    4.2%      LazyCompile: ~fs.openSync fs.js:642:23
     68   97.1%        LazyCompile: ~fs.readFileSync fs.js:548:27
     67   98.5%          LazyCompile: ~readFile /app/node_modules/typescript/lib/tsc.js:2679:30
     67  100.0%            LazyCompile: ~readFile /app/node_modules/typescript/lib/tsc.js:61963:32
      1    1.5%          LazyCompile: ~Module._extensions..js module.js:661:37
      1  100.0%            LazyCompile: ~Module.load module.js:556:33
      2    2.9%        LazyCompile: ~writeFile /app/node_modules/typescript/lib/tsc.js:2702:31
      2  100.0%          LazyCompile: ~ts.sys.sys.writeFile /app/node_modules/typescript/lib/tsc.js:2925:38
      2  100.0%            LazyCompile: ~writeFile /app/node_modules/typescript/lib/tsc.js:61983:33
     66    4.0%      LazyCompile: ~tryStatSync fs.js:514:21
     66  100.0%        LazyCompile: ~fs.readFileSync fs.js:548:27
     65   98.5%          LazyCompile: ~readFile /app/node_modules/typescript/lib/tsc.js:2679:30
     65  100.0%            LazyCompile: ~readFile /app/node_modules/typescript/lib/tsc.js:61963:32
      1    1.5%          LazyCompile: ~Module._extensions..js module.js:661:37
      1  100.0%            LazyCompile: ~Module.load module.js:556:33
     54    3.2%      LazyCompile: ~fs.readSync fs.js:670:23
     54  100.0%        LazyCompile: ~tryReadSync fs.js:536:21
     54  100.0%          LazyCompile: ~fs.readFileSync fs.js:548:27
     53   98.1%            LazyCompile: ~readFile /app/node_modules/typescript/lib/tsc.js:2679:30
      1    1.9%            LazyCompile: ~Module._extensions..js module.js:661:37
     33    2.0%      LazyCompile: ~fs.closeSync fs.js:611:24
     33  100.0%        LazyCompile: ~fs.readFileSync fs.js:548:27
     31   93.9%          LazyCompile: ~readFile /app/node_modules/typescript/lib/tsc.js:2679:30
     30   96.8%            LazyCompile: ~readFile /app/node_modules/typescript/lib/tsc.js:61963:32
      1    3.2%            LazyCompile: ~getParsedCommandLineOfConfigFile /app/node_modules/typescript/lib/tsc.js:61887:46
      2    6.1%          LazyCompile: ~Module._extensions..js module.js:661:37
      2  100.0%            LazyCompile: ~Module.load module.js:556:33
     29    1.7%      LazyCompile: ~getAccessibleFileSystemEntries /app/node_modules/typescript/lib/tsc.js:2717:52
     29  100.0%        LazyCompile: ~visitDirectory /app/node_modules/typescript/lib/tsc.js:2069:32
     28   96.6%          LazyCompile: ~matchFiles /app/node_modules/typescript/lib/tsc.js:2054:24
     28  100.0%            LazyCompile: ~readDirectory /app/node_modules/typescript/lib/tsc.js:2748:35
      1    3.4%          LazyCompile: ~visitDirectory /app/node_modules/typescript/lib/tsc.js:2069:32
      1  100.0%            LazyCompile: ~matchFiles /app/node_modules/typescript/lib/tsc.js:2054:24
     24    1.4%      LazyCompile: *resolveName /app/node_modules/typescript/lib/tsc.js:20421:29
     17   70.8%        LazyCompile: *resolveEntityName /app/node_modules/typescript/lib/tsc.js:21028:35
      6   35.3%          LazyCompile: *getTypeFromTypeReference /app/node_modules/typescript/lib/tsc.js:25242:42
      3   50.0%            LazyCompile: ~getTypeFromTypeNode /app/node_modules/typescript/lib/tsc.js:26121:37
      3   50.0%            LazyCompile: ~checkTypeReferenceNode /app/node_modules/typescript/lib/tsc.js:34960:40
      5   29.4%          LazyCompile: ~resolveTypeReferenceName /app/node_modules/typescript/lib/tsc.js:25150:42
      4   80.0%            LazyCompile: ~getTypeFromTypeReference /app/node_modules/typescript/lib/tsc.js:25242:42
      1   20.0%            LazyCompile: *checkSourceElement /app/node_modules/typescript/lib/tsc.js:37736:36
      4   23.5%          LazyCompile: *resolveTypeReferenceName /app/node_modules/typescript/lib/tsc.js:25150:42
      2   50.0%            LazyCompile: ~getTypeFromTypeReference /app/node_modules/typescript/lib/tsc.js:25242:42
      2   50.0%            LazyCompile: *checkSourceElement /app/node_modules/typescript/lib/tsc.js:37736:36
      2   11.8%          LazyCompile: *getTypeFromTypeNode /app/node_modules/typescript/lib/tsc.js:26121:37
      2  100.0%            LazyCompile: *typeArgumentsFromTypeReferenceNode /app/node_modules/typescript/lib/tsc.js:25261:52
      7   29.2%        LazyCompile: ~resolveEntityName /app/node_modules/typescript/lib/tsc.js:21028:35
      4   57.1%          LazyCompile: ~resolveTypeReferenceName /app/node_modules/typescript/lib/tsc.js:25150:42
      3   75.0%            LazyCompile: ~getTypeFromTypeReference /app/node_modules/typescript/lib/tsc.js:25242:42
      1   25.0%            LazyCompile: *checkSourceElement /app/node_modules/typescript/lib/tsc.js:37736:36
      3   42.9%          LazyCompile: ~resolveEntityName /app/node_modules/typescript/lib/tsc.js:21028:35
      3  100.0%            LazyCompile: ~resolveTypeReferenceName /app/node_modules/typescript/lib/tsc.js:25150:42
     23    1.4%      LazyCompile: *bindChildrenWorker /app/node_modules/typescript/lib/tsc.js:16218:36
     18   78.3%        LazyCompile: ~bindChildren /app/node_modules/typescript/lib/tsc.js:16178:30
     15   83.3%          LazyCompile: ~bindContainer /app/node_modules/typescript/lib/tsc.js:16108:31
     12   80.0%            LazyCompile: *bind /app/node_modules/typescript/lib/tsc.js:17245:22
      3   20.0%            LazyCompile: *visitNodes /app/node_modules/typescript/lib/tsc.js:10505:24
      3   16.7%          LazyCompile: *bindContainer /app/node_modules/typescript/lib/tsc.js:16108:31
      3  100.0%            LazyCompile: *visitNodes /app/node_modules/typescript/lib/tsc.js:10505:24
      5   21.7%        LazyCompile: *bindChildren /app/node_modules/typescript/lib/tsc.js:16178:30
      5  100.0%          LazyCompile: *bindContainer /app/node_modules/typescript/lib/tsc.js:16108:31
      5  100.0%            LazyCompile: *visitNodes /app/node_modules/typescript/lib/tsc.js:10505:24
     22    1.3%      LazyCompile: ~getTypeChecker /app/node_modules/typescript/lib/tsc.js:59869:32
     22  100.0%        LazyCompile: ~getReferencedFiles /app/node_modules/typescript/lib/tsc.js:60908:36
     22  100.0%          LazyCompile: ~create /app/node_modules/typescript/lib/tsc.js:60953:24
     22  100.0%            LazyCompile: ~createBuilderProgramState /app/node_modules/typescript/lib/tsc.js:61141:39
     19    1.1%      LazyCompile: ~<anonymous> /app/node_modules/typescript/lib/tsc.js:2770:66
     19  100.0%        LazyCompile: ~filter /app/node_modules/typescript/lib/tsc.js:426:20
     19  100.0%          LazyCompile: ~getDirectories /app/node_modules/typescript/lib/tsc.js:2769:36
     19  100.0%            LazyCompile: ~getDirectories /app/node_modules/typescript/lib/tsc.js:61965:38

   1419   27.5%  /lib/ld-musl-x86_64.so.1
    297   20.9%    /usr/local/bin/node
     13    4.4%      LazyCompile: ~mark /app/node_modules/typescript/lib/tsc.js:88:22
      5   38.5%        LazyCompile: ~bindSourceFile /app/node_modules/typescript/lib/tsc.js:15861:28
      5  100.0%          LazyCompile: ~initializeTypeChecker /app/node_modules/typescript/lib/tsc.js:38945:39
      5  100.0%            LazyCompile: ~createTypeChecker /app/node_modules/typescript/lib/tsc.js:19596:31
      3   23.1%        LazyCompile: ~checkSourceFile /app/node_modules/typescript/lib/tsc.js:37957:33
      3  100.0%          LazyCompile: ~getDiagnosticsWorker /app/node_modules/typescript/lib/tsc.js:38008:38
      3  100.0%            LazyCompile: ~getDiagnostics /app/node_modules/typescript/lib/tsc.js:37999:32
      2   15.4%        LazyCompile: ~getNewSourceFile /app/node_modules/typescript/lib/tsc.js:62222:38
      2  100.0%          LazyCompile: ~getVersionedSourceFileByPath /app/node_modules/typescript/lib/tsc.js:62185:46
      2  100.0%            LazyCompile: ~getSourceFile /app/node_modules/typescript/lib/tsc.js:62073:37
      2   15.4%        LazyCompile: ~emitNodeWithComments /app/node_modules/typescript/lib/tsc.js:54190:38
      2  100.0%          LazyCompile: ~pipelineEmitWithComments /app/node_modules/typescript/lib/tsc.js:56502:42
      2  100.0%            LazyCompile: ~emitNodeWithNotification /app/node_modules/typescript/lib/tsc.js:53761:42
      1    7.7%        LazyCompile: ~emitWorker /app/node_modules/typescript/lib/tsc.js:59878:28
      1  100.0%          LazyCompile: ~<anonymous> /app/node_modules/typescript/lib/tsc.js:59873:54
      1  100.0%            LazyCompile: ~runWithCancellationToken /app/node_modules/typescript/lib/tsc.js:59948:42
      8    2.7%      LazyCompile: ~declareSymbol /app/node_modules/typescript/lib/tsc.js:16024:31
      4   50.0%        LazyCompile: ~declareSymbolAndAddToSymbolTable /app/node_modules/typescript/lib/tsc.js:16963:50
      3   75.0%          LazyCompile: ~bindPropertyOrMethodOrAccessor /app/node_modules/typescript/lib/tsc.js:17758:48
      3  100.0%            LazyCompile: ~bindPropertyWorker /app/node_modules/typescript/lib/tsc.js:17481:36
      1   25.0%          LazyCompile: ~bindParameter /app/node_modules/typescript/lib/tsc.js:17715:31
      1  100.0%            LazyCompile: ~bindWorker /app/node_modules/typescript/lib/tsc.js:17309:28
      2   25.0%        LazyCompile: *declareSymbolAndAddToSymbolTable /app/node_modules/typescript/lib/tsc.js:16963:50
      1   50.0%          LazyCompile: ~bindPropertyOrMethodOrAccessor /app/node_modules/typescript/lib/tsc.js:17758:48
      1  100.0%            LazyCompile: *bindWorker /app/node_modules/typescript/lib/tsc.js:17309:28
      1   50.0%          LazyCompile: *bindWorker /app/node_modules/typescript/lib/tsc.js:17309:28
      1  100.0%            LazyCompile: *bind /app/node_modules/typescript/lib/tsc.js:17245:22
      1   12.5%        LazyCompile: ~declareModuleMember /app/node_modules/typescript/lib/tsc.js:16079:37
      1  100.0%          LazyCompile: *declareSymbolAndAddToSymbolTable /app/node_modules/typescript/lib/tsc.js:16963:50
      1  100.0%            LazyCompile: ~bindFunctionDeclaration /app/node_modules/typescript/lib/tsc.js:17730:41
      1   12.5%        LazyCompile: ~bindBlockScopedDeclaration /app/node_modules/typescript/lib/tsc.js:17117:44
      1  100.0%          LazyCompile: ~bindWorker /app/node_modules/typescript/lib/tsc.js:17309:28
      1  100.0%            LazyCompile: ~bind /app/node_modules/typescript/lib/tsc.js:17245:22
      6    2.0%      LazyCompile: ~declareSymbolAndAddToSymbolTable /app/node_modules/typescript/lib/tsc.js:16963:50
      4   66.7%        LazyCompile: ~bindParameter /app/node_modules/typescript/lib/tsc.js:17715:31
      3   75.0%          LazyCompile: ~bindWorker /app/node_modules/typescript/lib/tsc.js:17309:28
      3  100.0%            LazyCompile: *bind /app/node_modules/typescript/lib/tsc.js:17245:22
      1   25.0%          LazyCompile: *bindWorker /app/node_modules/typescript/lib/tsc.js:17309:28
      1  100.0%            LazyCompile: ~bind /app/node_modules/typescript/lib/tsc.js:17245:22
      2   33.3%        LazyCompile: ~bindPropertyOrMethodOrAccessor /app/node_modules/typescript/lib/tsc.js:17758:48
      2  100.0%          LazyCompile: ~bindPropertyWorker /app/node_modules/typescript/lib/tsc.js:17481:36
      2  100.0%            LazyCompile: ~bindWorker /app/node_modules/typescript/lib/tsc.js:17309:28
      4    1.3%      LazyCompile: ~checkSourceElement /app/node_modules/typescript/lib/tsc.js:37736:36
      2   50.0%        LazyCompile: *forEach /app/node_modules/typescript/lib/tsc.js:257:21
      1   50.0%          LazyCompile: ~checkInterfaceDeclaration /app/node_modules/typescript/lib/tsc.js:37095:43
      1  100.0%            LazyCompile: ~checkSourceElement /app/node_modules/typescript/lib/tsc.js:37736:36
      1   50.0%          LazyCompile: ~checkBlock /app/node_modules/typescript/lib/tsc.js:35861:28
      1  100.0%            LazyCompile: ~checkSourceElement /app/node_modules/typescript/lib/tsc.js:37736:36
      1   25.0%        LazyCompile: ~forEach /app/node_modules/typescript/lib/tsc.js:257:21
      1  100.0%          LazyCompile: ~checkSourceFileWorker /app/node_modules/typescript/lib/tsc.js:37963:39
      1  100.0%            LazyCompile: ~checkSourceFile /app/node_modules/typescript/lib/tsc.js:37957:33
      1   25.0%        LazyCompile: ~checkSourceElement /app/node_modules/typescript/lib/tsc.js:37736:36
      1  100.0%          LazyCompile: ~checkArrayType /app/node_modules/typescript/lib/tsc.js:35001:32
      1  100.0%            LazyCompile: *checkSourceElement /app/node_modules/typescript/lib/tsc.js:37736:36
      4    1.3%      LazyCompile: ~bind /app/node_modules/typescript/lib/tsc.js:17245:22
      2   50.0%        LazyCompile: *visitNode /app/node_modules/typescript/lib/tsc.js:10502:23
      2  100.0%          LazyCompile: ~forEachChild /app/node_modules/typescript/lib/tsc.js:10519:26
      1   50.0%            LazyCompile: *bindEachChild /app/node_modules/typescript/lib/tsc.js:16215:31
      1   50.0%            LazyCompile: *bindChildrenWorker /app/node_modules/typescript/lib/tsc.js:16218:36
      2   50.0%        LazyCompile: *forEach /app/node_modules/typescript/lib/tsc.js:257:21
      2  100.0%          LazyCompile: ~bindEach /app/node_modules/typescript/lib/tsc.js:16195:26
      2  100.0%            LazyCompile: ~visitNodes /app/node_modules/typescript/lib/tsc.js:10505:24
      4    1.3%      LazyCompile: *scan /app/node_modules/typescript/lib/tsc.js:4982:22
      1   25.0%        LazyCompile: *parseTypeMember /app/node_modules/typescript/lib/tsc.js:12272:33
      1  100.0%          LazyCompile: *parseList /app/node_modules/typescript/lib/tsc.js:11651:27
      1  100.0%            LazyCompile: ~parseObjectTypeMembers /app/node_modules/typescript/lib/tsc.js:12295:40
      1   25.0%        LazyCompile: *parseNonArrayType /app/node_modules/typescript/lib/tsc.js:12379:35
      1  100.0%          LazyCompile: ~parsePostfixTypeOrHigher /app/node_modules/typescript/lib/tsc.js:12472:42
      1  100.0%            LazyCompile: ~parseTypeOperatorOrHigher /app/node_modules/typescript/lib/tsc.js:12523:43
      1   25.0%        LazyCompile: *parseIdentifier /app/node_modules/typescript/lib/tsc.js:11416:33
      1  100.0%          LazyCompile: ~parseInterfaceDeclaration /app/node_modules/typescript/lib/tsc.js:14542:43
      1  100.0%            LazyCompile: ~parseDeclarationWorker /app/node_modules/typescript/lib/tsc.js:14134:40
      1   25.0%        LazyCompile: *createIdentifier /app/node_modules/typescript/lib/tsc.js:11402:34
      1  100.0%          LazyCompile: *parseParameter /app/node_modules/typescript/lib/tsc.js:12118:32
      1  100.0%            LazyCompile: *parseDelimitedList /app/node_modules/typescript/lib/tsc.js:11873:36
      4    1.3%      LazyCompile: *declareSymbolAndAddToSymbolTable /app/node_modules/typescript/lib/tsc.js:16963:50
      4  100.0%        LazyCompile: ~bindParameter /app/node_modules/typescript/lib/tsc.js:17715:31
      2   50.0%          LazyCompile: ~bindWorker /app/node_modules/typescript/lib/tsc.js:17309:28
      2  100.0%            LazyCompile: *visitNodes /app/node_modules/typescript/lib/tsc.js:10505:24
      2   50.0%          LazyCompile: *bindWorker /app/node_modules/typescript/lib/tsc.js:17309:28
      1   50.0%            LazyCompile: *visitNodes /app/node_modules/typescript/lib/tsc.js:10505:24
      1   50.0%            LazyCompile: *bind /app/node_modules/typescript/lib/tsc.js:17245:22
      4    1.3%      LazyCompile: *bindChildrenWorker /app/node_modules/typescript/lib/tsc.js:16218:36
      4  100.0%        LazyCompile: ~bindChildren /app/node_modules/typescript/lib/tsc.js:16178:30
      4  100.0%          LazyCompile: ~bindContainer /app/node_modules/typescript/lib/tsc.js:16108:31
      3   75.0%            LazyCompile: *bind /app/node_modules/typescript/lib/tsc.js:17245:22
      1   25.0%            LazyCompile: *visitNodes /app/node_modules/typescript/lib/tsc.js:10505:24
      3    1.0%      LazyCompile: ~resolveNameHelper /app/node_modules/typescript/lib/tsc.js:20425:35
      3  100.0%        LazyCompile: *resolveName /app/node_modules/typescript/lib/tsc.js:20421:29
      2   66.7%          LazyCompile: ~resolveEntityName /app/node_modules/typescript/lib/tsc.js:21028:35
      2  100.0%            LazyCompile: ~resolveEntityName /app/node_modules/typescript/lib/tsc.js:21028:35
      1   33.3%          LazyCompile: *resolveEntityName /app/node_modules/typescript/lib/tsc.js:21028:35
      1  100.0%            LazyCompile: ~resolveTypeReferenceName /app/node_modules/typescript/lib/tsc.js:25150:42
      3    1.0%      LazyCompile: ~forEach /app/node_modules/typescript/lib/tsc.js:257:21
      1   33.3%        LazyCompile: ~processReferencedFiles /app/node_modules/typescript/lib/tsc.js:60433:40
      1  100.0%          LazyCompile: ~findSourceFile /app/node_modules/typescript/lib/tsc.js:60357:32
      1  100.0%            LazyCompile: ~args /app/node_modules/typescript/lib/tsc.js:60323:65
      1   33.3%        LazyCompile: ~parseTypeTag /app/node_modules/typescript/lib/tsc.js:15253:38
      1  100.0%          LazyCompile: ~parseTag /app/node_modules/typescript/lib/tsc.js:15048:34
      1  100.0%            LazyCompile: *<anonymous> /app/node_modules/typescript/lib/tsc.js:14943:67
      1   33.3%        LazyCompile: ~checkInterfaceDeclaration /app/node_modules/typescript/lib/tsc.js:37095:43
      1  100.0%          LazyCompile: ~checkSourceElement /app/node_modules/typescript/lib/tsc.js:37736:36
      1  100.0%            LazyCompile: ~forEach /app/node_modules/typescript/lib/tsc.js:257:21
      3    1.0%      LazyCompile: ~compareSignaturesRelated /app/node_modules/typescript/lib/tsc.js:26530:42
      3  100.0%        LazyCompile: ~signatureRelatedTo /app/node_modules/typescript/lib/tsc.js:27555:40
      2   66.7%          LazyCompile: ~signaturesRelatedTo /app/node_modules/typescript/lib/tsc.js:27498:41
      2  100.0%            LazyCompile: ~structuredTypeRelatedTo /app/node_modules/typescript/lib/tsc.js:27219:45
      1   33.3%          LazyCompile: *signaturesRelatedTo /app/node_modules/typescript/lib/tsc.js:27498:41
      1  100.0%            LazyCompile: *structuredTypeRelatedTo /app/node_modules/typescript/lib/tsc.js:27219:45
      3    1.0%      LazyCompile: ~bindWorker /app/node_modules/typescript/lib/tsc.js:17309:28
      2   66.7%        LazyCompile: ~bind /app/node_modules/typescript/lib/tsc.js:17245:22
      2  100.0%          LazyCompile: *visitNode /app/node_modules/typescript/lib/tsc.js:10502:23
      2  100.0%            LazyCompile: ~forEachChild /app/node_modules/typescript/lib/tsc.js:10519:26
      1   33.3%        LazyCompile: *bind /app/node_modules/typescript/lib/tsc.js:17245:22
      1  100.0%          LazyCompile: *forEach /app/node_modules/typescript/lib/tsc.js:257:21
      1  100.0%            LazyCompile: ~bindEach /app/node_modules/typescript/lib/tsc.js:16195:26
      3    1.0%      LazyCompile: *DoJoin native array.js:94:16
      3  100.0%        LazyCompile: *Join native array.js:119:14
      2   66.7%          LazyCompile: ~InnerArrayJoin native array.js:274:24
      2  100.0%            LazyCompile: *join native array.js:287:46
      1   33.3%          LazyCompile: *InnerArrayJoin native array.js:274:24
      1  100.0%            LazyCompile: *join native array.js:287:46
      3    1.0%      Builtin: StringPrototypeReplace
      1   33.3%        LazyCompile: ~normalizeSlashes /app/node_modules/typescript/lib/tsc.js:1595:30
      1  100.0%          LazyCompile: ~normalizePathAndParts /app/node_modules/typescript/lib/tsc.js:1649:35
      1  100.0%            LazyCompile: ~normalizePath /app/node_modules/typescript/lib/tsc.js:1645:27
      1   33.3%        LazyCompile: ~getSubPatternFromSpec /app/node_modules/typescript/lib/tsc.js:1983:35
      1  100.0%          LazyCompile: ~<anonymous> /app/node_modules/typescript/lib/tsc.js:1975:40
      1  100.0%            LazyCompile: ~flatMap /app/node_modules/typescript/lib/tsc.js:522:21
      1   33.3%        LazyCompile: *normalizePath /app/node_modules/typescript/lib/tsc.js:1645:27
      1  100.0%          LazyCompile: ~toPath /app/node_modules/typescript/lib/tsc.js:246:20
      1  100.0%            LazyCompile: ~toPath /app/node_modules/typescript/lib/tsc.js:62174:24

    240    4.6%  [vdso]
    186   77.5%    /usr/local/bin/node
     15    8.1%      LazyCompile: ~mark /app/node_modules/typescript/lib/tsc.js:88:22
      4   26.7%        LazyCompile: ~getNewSourceFile /app/node_modules/typescript/lib/tsc.js:62222:38
      4  100.0%          LazyCompile: ~getVersionedSourceFileByPath /app/node_modules/typescript/lib/tsc.js:62185:46
      4  100.0%            LazyCompile: ~getSourceFile /app/node_modules/typescript/lib/tsc.js:62073:37
      3   20.0%        LazyCompile: ~checkSourceFile /app/node_modules/typescript/lib/tsc.js:37957:33
      3  100.0%          LazyCompile: ~getDiagnosticsWorker /app/node_modules/typescript/lib/tsc.js:38008:38
      3  100.0%            LazyCompile: ~getDiagnostics /app/node_modules/typescript/lib/tsc.js:37999:32
      2   13.3%        LazyCompile: ~transformNodes /app/node_modules/typescript/lib/tsc.js:53680:28
      2  100.0%          LazyCompile: ~emitFiles /app/node_modules/typescript/lib/tsc.js:56204:23
      2  100.0%            LazyCompile: ~emitWorker /app/node_modules/typescript/lib/tsc.js:59878:28
      2   13.3%        LazyCompile: ~createSourceFile /app/node_modules/typescript/lib/tsc.js:10936:30
      2  100.0%          LazyCompile: ~getNewSourceFile /app/node_modules/typescript/lib/tsc.js:62222:38
      2  100.0%            LazyCompile: ~getVersionedSourceFileByPath /app/node_modules/typescript/lib/tsc.js:62185:46
      2   13.3%        LazyCompile: ~bindSourceFile /app/node_modules/typescript/lib/tsc.js:15861:28
      2  100.0%          LazyCompile: ~initializeTypeChecker /app/node_modules/typescript/lib/tsc.js:38945:39
      2  100.0%            LazyCompile: ~createTypeChecker /app/node_modules/typescript/lib/tsc.js:19596:31
      1    6.7%        LazyCompile: ~emitWorker /app/node_modules/typescript/lib/tsc.js:59878:28
      1  100.0%          LazyCompile: ~<anonymous> /app/node_modules/typescript/lib/tsc.js:59873:54
      1  100.0%            LazyCompile: ~runWithCancellationToken /app/node_modules/typescript/lib/tsc.js:59948:42
      1    6.7%        LazyCompile: ~emitFiles /app/node_modules/typescript/lib/tsc.js:56204:23
      1  100.0%          LazyCompile: ~emitWorker /app/node_modules/typescript/lib/tsc.js:59878:28
      1  100.0%            LazyCompile: ~<anonymous> /app/node_modules/typescript/lib/tsc.js:59873:54
      3    1.6%      LazyCompile: ~structuredTypeRelatedTo /app/node_modules/typescript/lib/tsc.js:27219:45
      3  100.0%        LazyCompile: *recursiveTypeRelatedTo /app/node_modules/typescript/lib/tsc.js:27161:44
      2   66.7%          LazyCompile: *isRelatedTo /app/node_modules/typescript/lib/tsc.js:26873:33
      1   50.0%            LazyCompile: ~propertiesRelatedTo /app/node_modules/typescript/lib/tsc.js:27361:41
      1   50.0%            LazyCompile: ~compareSignaturesRelated /app/node_modules/typescript/lib/tsc.js:26530:42
      1   33.3%          LazyCompile: ~isRelatedTo /app/node_modules/typescript/lib/tsc.js:26873:33
      1  100.0%            LazyCompile: ~checkTypeRelatedTo /app/node_modules/typescript/lib/tsc.js:26788:36
      3    1.6%      LazyCompile: ~pipelineEmitUnspecified /app/node_modules/typescript/lib/tsc.js:56543:41
      3  100.0%        LazyCompile: ~pipelineEmitWithHint /app/node_modules/typescript/lib/tsc.js:56519:38
      2   66.7%          LazyCompile: ~pipelineEmitWithSourceMap /app/node_modules/typescript/lib/tsc.js:56511:43
      2  100.0%            LazyCompile: ~emitNodeWithComments /app/node_modules/typescript/lib/tsc.js:54190:38
      1   33.3%          LazyCompile: ~emitNodeWithSourceMap /app/node_modules/typescript/lib/tsc.js:54033:39
      1  100.0%            LazyCompile: ~pipelineEmitWithSourceMap /app/node_modules/typescript/lib/tsc.js:56511:43
      3    1.6%      LazyCompile: ~compareSignaturesRelated /app/node_modules/typescript/lib/tsc.js:26530:42
      3  100.0%        LazyCompile: ~signatureRelatedTo /app/node_modules/typescript/lib/tsc.js:27555:40
      3  100.0%          LazyCompile: ~signaturesRelatedTo /app/node_modules/typescript/lib/tsc.js:27498:41
      3  100.0%            LazyCompile: ~structuredTypeRelatedTo /app/node_modules/typescript/lib/tsc.js:27219:45
      2    1.1%      LazyCompile: ~typeToTypeNodeHelper /app/node_modules/typescript/lib/tsc.js:21717:42
      2  100.0%        LazyCompile: ~typeToTypeNode /app/node_modules/typescript/lib/tsc.js:21651:42
      2  100.0%          LazyCompile: ~typeToString /app/node_modules/typescript/lib/tsc.js:21631:30
      2  100.0%            LazyCompile: ~reportRelationError /app/node_modules/typescript/lib/tsc.js:26826:41
      2    1.1%      LazyCompile: ~pipelineEmitWithHint /app/node_modules/typescript/lib/tsc.js:56519:38
      1   50.0%        LazyCompile: ~pipelineEmitWithSourceMap /app/node_modules/typescript/lib/tsc.js:56511:43
      1  100.0%          LazyCompile: ~emitNodeWithComments /app/node_modules/typescript/lib/tsc.js:54190:38
      1  100.0%            LazyCompile: ~pipelineEmitWithComments /app/node_modules/typescript/lib/tsc.js:56502:42
      1   50.0%        LazyCompile: ~emitNodeWithSourceMap /app/node_modules/typescript/lib/tsc.js:54033:39
      1  100.0%          LazyCompile: ~pipelineEmitWithSourceMap /app/node_modules/typescript/lib/tsc.js:56511:43
      1  100.0%            LazyCompile: ~emitNodeWithNestedComments /app/node_modules/typescript/lib/tsc.js:54298:44
      2    1.1%      LazyCompile: ~parseDeclarationWorker /app/node_modules/typescript/lib/tsc.js:14134:40
      2  100.0%        LazyCompile: ~<anonymous> /app/node_modules/typescript/lib/tsc.js:14128:60
      2  100.0%          LazyCompile: ~doInsideOfContext /app/node_modules/typescript/lib/tsc.js:11169:35
      2  100.0%            LazyCompile: ~parseDeclaration /app/node_modules/typescript/lib/tsc.js:14119:34
      2    1.1%      LazyCompile: ~isRelatedTo /app/node_modules/typescript/lib/tsc.js:26873:33
      1   50.0%        LazyCompile: ~propertiesRelatedTo /app/node_modules/typescript/lib/tsc.js:27361:41
      1  100.0%          LazyCompile: ~structuredTypeRelatedTo /app/node_modules/typescript/lib/tsc.js:27219:45
      1  100.0%            LazyCompile: ~recursiveTypeRelatedTo /app/node_modules/typescript/lib/tsc.js:27161:44
      1   50.0%        LazyCompile: ~checkTypeRelatedTo /app/node_modules/typescript/lib/tsc.js:26788:36
      1  100.0%          LazyCompile: ~checkTypeAssignableTo /app/node_modules/typescript/lib/tsc.js:26521:39
      1  100.0%            LazyCompile: ~checkInterfaceDeclaration /app/node_modules/typescript/lib/tsc.js:37095:43
      2    1.1%      LazyCompile: ~getTypeReferenceType /app/node_modules/typescript/lib/tsc.js:25156:38
      2  100.0%        LazyCompile: ~getTypeFromTypeReference /app/node_modules/typescript/lib/tsc.js:25242:42
      1   50.0%          LazyCompile: ~getTypeFromTypeNode /app/node_modules/typescript/lib/tsc.js:26121:37
      1  100.0%            LazyCompile: ~resolveBaseTypesOfInterface /app/node_modules/typescript/lib/tsc.js:23385:45
      1   50.0%          LazyCompile: *checkSourceElement /app/node_modules/typescript/lib/tsc.js:37736:36
      1  100.0%            LazyCompile: ~checkVariableLikeDeclaration /app/node_modules/typescript/lib/tsc.js:36076:46
      2    1.1%      LazyCompile: ~findSourceFile /app/node_modules/typescript/lib/tsc.js:60357:32
