Testing v8 version different from logging version
Statistical profiling result from isolate-0x55df67c161c0-v8.log, (31154 ticks, 186 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1    0.0%    0.0%  LazyCompile: ~processLibReferenceDirectives /app/node_modules/typescript/lib/tsc.js:67125:47
      1    0.0%    0.0%  LazyCompile: ~parseVariableDeclarationList /app/node_modules/typescript/lib/tsc.js:15899:46
      1    0.0%    0.0%  LazyCompile: ~parseUpdateExpression /app/node_modules/typescript/lib/tsc.js:14762:39
      1    0.0%    0.0%  LazyCompile: ~parseTypeWorker /app/node_modules/typescript/lib/tsc.js:14268:33
      1    0.0%    0.0%  LazyCompile: ~parseType /app/node_modules/typescript/lib/tsc.js:14265:27
      1    0.0%    0.0%  LazyCompile: ~parseTokenNode /app/node_modules/typescript/lib/tsc.js:12878:32
      1    0.0%    0.0%  LazyCompile: ~parseTagComments /app/node_modules/typescript/lib/tsc.js:16670:42
      1    0.0%    0.0%  LazyCompile: ~parseSourceFileWorker /app/node_modules/typescript/lib/tsc.js:12617:39
      1    0.0%    0.0%  LazyCompile: ~parseParameter /app/node_modules/typescript/lib/tsc.js:13712:32
      1    0.0%    0.0%  LazyCompile: ~parseObjectTypeMembers /app/node_modules/typescript/lib/tsc.js:13901:40
      1    0.0%    0.0%  LazyCompile: ~parseModifiers /app/node_modules/typescript/lib/tsc.js:16044:32
      1    0.0%    0.0%  LazyCompile: ~parseMemberExpressionOrHigher /app/node_modules/typescript/lib/tsc.js:14810:47
      1    0.0%    0.0%  LazyCompile: ~parseLiteralTypeNode /app/node_modules/typescript/lib/tsc.js:13975:38
      1    0.0%    0.0%  LazyCompile: ~parseLeftHandSideExpressionOrHigher /app/node_modules/typescript/lib/tsc.js:14784:53
      1    0.0%    0.0%  LazyCompile: ~parseJSDocIdentifierName /app/node_modules/typescript/lib/tsc.js:17120:50
      1    0.0%    0.0%  LazyCompile: ~parseInterfaceDeclaration /app/node_modules/typescript/lib/tsc.js:16171:43
      1    0.0%    0.0%  LazyCompile: ~parseIdentifierOrPattern /app/node_modules/typescript/lib/tsc.js:15874:42
      1    0.0%    0.0%  LazyCompile: ~parseIdentifierName /app/node_modules/typescript/lib/tsc.js:12972:37
      1    0.0%    0.0%  LazyCompile: ~parseHeritageClause /app/node_modules/typescript/lib/tsc.js:16145:37
      1    0.0%    0.0%  LazyCompile: ~parseExpressionWithTypeArguments /app/node_modules/typescript/lib/tsc.js:16154:50
      1    0.0%    0.0%  LazyCompile: ~parseErrorAtCurrentToken /app/node_modules/typescript/lib/tsc.js:12765:42
      1    0.0%    0.0%  LazyCompile: ~parseEntityName /app/node_modules/typescript/lib/tsc.js:13486:33
      1    0.0%    0.0%  LazyCompile: ~parseDeclarationWorker /app/node_modules/typescript/lib/tsc.js:15776:40
      1    0.0%    0.0%  LazyCompile: ~parseBinaryExpressionRest /app/node_modules/typescript/lib/tsc.js:14612:43
      1    0.0%    0.0%  LazyCompile: ~noop /app/node_modules/typescript/lib/tsc.js:1109:18
      1    0.0%    0.0%  LazyCompile: ~nodeIsMissing /app/node_modules/typescript/lib/tsc.js:5715:27
      1    0.0%    0.0%  LazyCompile: ~nextTokenCanFollowModifier /app/node_modules/typescript/lib/tsc.js:13011:44
      1    0.0%    0.0%  LazyCompile: ~nextJSDocToken /app/node_modules/typescript/lib/tsc.js:17096:40
      1    0.0%    0.0%  LazyCompile: ~mergeSymbol /app/node_modules/typescript/lib/tsc.js:24282:29
      1    0.0%    0.0%  LazyCompile: ~maybeTypeOfKind /app/node_modules/typescript/lib/tsc.js:39204:33
      1    0.0%    0.0%  LazyCompile: ~map /app/node_modules/typescript/lib/tsc.js:325:17
      1    0.0%    0.0%  LazyCompile: ~lookAhead /app/node_modules/typescript/lib/tsc.js:12827:27
      1    0.0%    0.0%  LazyCompile: ~iterateCommentRanges /app/node_modules/typescript/lib/tsc.js:4159:34
      1    0.0%    0.0%  LazyCompile: ~isTypeReferenceWithGenericArguments /app/node_modules/typescript/lib/tsc.js:32997:53
      1    0.0%    0.0%  LazyCompile: ~isTypeParameterPossiblyReferenced /app/node_modules/typescript/lib/tsc.js:31472:51
      1    0.0%    0.0%  LazyCompile: ~isThislessInterface /app/node_modules/typescript/lib/tsc.js:28031:37
      1    0.0%    0.0%  LazyCompile: ~isStartOfStatement /app/node_modules/typescript/lib/tsc.js:15634:36
      1    0.0%    0.0%  LazyCompile: ~isSelfReferenceLocation /app/node_modules/typescript/lib/tsc.js:24756:41
      1    0.0%    0.0%  LazyCompile: ~isPropertyNameLiteral /app/node_modules/typescript/lib/tsc.js:7585:35
      1    0.0%    0.0%  LazyCompile: ~isPrologueDirective /app/node_modules/typescript/lib/tsc.js:6170:33
      1    0.0%    0.0%  LazyCompile: ~isObjectLiteralOrClassExpressionMethod /app/node_modules/typescript/lib/tsc.js:6433:52
      1    0.0%    0.0%  LazyCompile: ~isModuleBlock /app/node_modules/typescript/lib/tsc.js:9913:27
      1    0.0%    0.0%  LazyCompile: ~isLiteralComputedPropertyDeclarationName /app/node_modules/typescript/lib/tsc.js:7384:54
      1    0.0%    0.0%  LazyCompile: ~isListElement /app/node_modules/typescript/lib/tsc.js:13049:31
      1    0.0%    0.0%  LazyCompile: ~isLeftHandSideExpression /app/node_modules/typescript/lib/tsc.js:10474:38
      1    0.0%    0.0%  LazyCompile: ~isJSDocParameterTag /app/node_modules/typescript/lib/tsc.js:10109:33
      1    0.0%    0.0%  LazyCompile: ~isImportTypeQualifierPart /app/node_modules/typescript/lib/tsc.js:43849:43
      1    0.0%    0.0%  LazyCompile: ~isIgnoredJsxProperty /app/node_modules/typescript/lib/tsc.js:31963:38
      1    0.0%    0.0%  LazyCompile: ~isIdentifier /app/node_modules/typescript/lib/tsc.js:12833:30
      1    0.0%    0.0%  LazyCompile: ~isGlobalScopeAugmentation /app/node_modules/typescript/lib/tsc.js:5894:39
      1    0.0%    0.0%  LazyCompile: ~isFunctionLikeKind /app/node_modules/typescript/lib/tsc.js:10274:32
      1    0.0%    0.0%  LazyCompile: ~isFunctionLike /app/node_modules/typescript/lib/tsc.js:10252:28
      1    0.0%    0.0%  LazyCompile: ~isExpressionNode /app/node_modules/typescript/lib/tsc.js:6685:30
      1    0.0%    0.0%  LazyCompile: ~isEvalOrArgumentsIdentifier /app/node_modules/typescript/lib/tsc.js:21946:45
      1    0.0%    0.0%  LazyCompile: ~isEmitBlocked /app/node_modules/typescript/lib/tsc.js:66455:31
      1    0.0%    0.0%  LazyCompile: ~isDeclarationName /app/node_modules/typescript/lib/tsc.js:7357:31
      1    0.0%    0.0%  LazyCompile: ~isClassLike /app/node_modules/typescript/lib/tsc.js:10305:25
      1    0.0%    0.0%  LazyCompile: ~isAnyImportSyntax /app/node_modules/typescript/lib/tsc.js:5970:31
      1    0.0%    0.0%  LazyCompile: ~instantiateSymbol /app/node_modules/typescript/lib/tsc.js:31396:35
      1    0.0%    0.0%  LazyCompile: ~instantiateSignature /app/node_modules/typescript/lib/tsc.js:31381:38
      1    0.0%    0.0%  LazyCompile: ~instantiateList /app/node_modules/typescript/lib/tsc.js:31287:33
      1    0.0%    0.0%  LazyCompile: ~indexTypesRelatedTo /app/node_modules/typescript/lib/tsc.js:32886:41
      1    0.0%    0.0%  LazyCompile: ~inAwaitContext /app/node_modules/typescript/lib/tsc.js:12762:32
      1    0.0%    0.0%  LazyCompile: ~hasTypeParameterDefault /app/node_modules/typescript/lib/tsc.js:29145:41
      1    0.0%    0.0%  LazyCompile: ~hasNonCircularBaseConstraint /app/node_modules/typescript/lib/tsc.js:29050:46
      1    0.0%    0.0%  LazyCompile: ~hasModifier /app/node_modules/typescript/lib/tsc.js:8391:25
      1    0.0%    0.0%  LazyCompile: ~hasJavaScriptFileExtension /app/node_modules/typescript/lib/tsc.js:11758:40
      1    0.0%    0.0%  LazyCompile: ~hasExtendedUnicodeEscape /app/node_modules/typescript/lib/tsc.js:4327:48
      1    0.0%    0.0%  LazyCompile: ~hasExportDeclarations /app/node_modules/typescript/lib/tsc.js:21751:39
      1    0.0%    0.0%  LazyCompile: ~hasEntries /app/node_modules/typescript/lib/tsc.js:5448:24
      1    0.0%    0.0%  LazyCompile: ~hasDynamicName /app/node_modules/typescript/lib/tsc.js:7551:28
      1    0.0%    0.0%  LazyCompile: ~getWidenedTypeForVariableLikeDeclaration /app/node_modules/typescript/lib/tsc.js:27438:58
      1    0.0%    0.0%  LazyCompile: ~getUnionTypeFromSortedList /app/node_modules/typescript/lib/tsc.js:30416:44
      1    0.0%    0.0%  LazyCompile: ~getTypeWithThisArgument /app/node_modules/typescript/lib/tsc.js:28445:41
      1    0.0%    0.0%  LazyCompile: ~getTypeReferenceName /app/node_modules/typescript/lib/tsc.js:29884:38
      1    0.0%    0.0%  LazyCompile: ~getTypeOfSymbol /app/node_modules/typescript/lib/tsc.js:27744:33
      1    0.0%    0.0%  LazyCompile: ~getTypeOfInstantiatedSymbol /app/node_modules/typescript/lib/tsc.js:27712:45
      1    0.0%    0.0%  LazyCompile: ~getTypeListId /app/node_modules/typescript/lib/tsc.js:29773:31
      1    0.0%    0.0%  LazyCompile: ~getTypeId /app/node_modules/typescript/lib/tsc.js:30234:27
      1    0.0%    0.0%  LazyCompile: ~getTypeForVariableLikeDeclaration /app/node_modules/typescript/lib/tsc.js:27194:51
      1    0.0%    0.0%  LazyCompile: ~getThisType /app/node_modules/typescript/lib/tsc.js:31184:29
      1    0.0%    0.0%  LazyCompile: ~getTargetOfImportEqualsDeclaration /app/node_modules/typescript/lib/tsc.js:24923:52
      1    0.0%    0.0%  LazyCompile: ~getSymbolLinks /app/node_modules/typescript/lib/tsc.js:24386:32
      1    0.0%    0.0%  LazyCompile: ~getSymbolAtLocation /app/node_modules/typescript/lib/tsc.js:43956:37
      1    0.0%    0.0%  LazyCompile: ~getSignaturesOfType /app/node_modules/typescript/lib/tsc.js:29277:37
      1    0.0%    0.0%  LazyCompile: ~getReturnTypeOfSignature /app/node_modules/typescript/lib/tsc.js:29599:42
      1    0.0%    0.0%  LazyCompile: ~getRestTypeOfSignature /app/node_modules/typescript/lib/tsc.js:29634:40
      1    0.0%    0.0%  LazyCompile: ~getRelationKey /app/node_modules/typescript/lib/tsc.js:33022:32
      1    0.0%    0.0%  LazyCompile: ~getRegularTypeOfLiteralType /app/node_modules/typescript/lib/tsc.js:31149:45
      1    0.0%    0.0%  LazyCompile: ~getPropertyOfType /app/node_modules/typescript/lib/tsc.js:29249:35
      1    0.0%    0.0%  LazyCompile: ~getPropertyNameForPropertyNameNode /app/node_modules/typescript/lib/tsc.js:7566:48
      1    0.0%    0.0%  LazyCompile: ~getPropertiesOfUnionOrIntersectionType /app/node_modules/typescript/lib/tsc.js:28912:56
      1    0.0%    0.0%  LazyCompile: ~getPropertiesOfType /app/node_modules/typescript/lib/tsc.js:28934:37
      1    0.0%    0.0%  LazyCompile: ~getPropertiesOfObjectType /app/node_modules/typescript/lib/tsc.js:28897:43
      1    0.0%    0.0%  LazyCompile: ~getPathComponents /app/node_modules/typescript/lib/tsc.js:11269:31
      1    0.0%    0.0%  LazyCompile: ~getOptionalType /app/node_modules/typescript/lib/tsc.js:33299:33
      1    0.0%    0.0%  LazyCompile: ~getOperatorPrecedence /app/node_modules/typescript/lib/tsc.js:7713:35
      1    0.0%    0.0%  LazyCompile: ~getNonEnumNumberIndexInfo /app/node_modules/typescript/lib/tsc.js:30591:43
      1    0.0%    0.0%  LazyCompile: ~getModuleInstanceState /app/node_modules/typescript/lib/tsc.js:20551:36
      1    0.0%    0.0%  LazyCompile: ~getMinTypeArgumentCount /app/node_modules/typescript/lib/tsc.js:29383:41
      1    0.0%    0.0%  LazyCompile: ~getMergedSymbol /app/node_modules/typescript/lib/tsc.js:25503:33
      1    0.0%    0.0%  LazyCompile: ~getLiteralTypeFromPropertyName /app/node_modules/typescript/lib/tsc.js:30573:48
      1    0.0%    0.0%  LazyCompile: ~getLateBoundNameFromType /app/node_modules/typescript/lib/tsc.js:28342:42
      1    0.0%    0.0%  LazyCompile: ~getJSDocCommentRanges /app/node_modules/typescript/lib/tsc.js:6179:35
      1    0.0%    0.0%  LazyCompile: ~getInterfaceBaseTypeNodes /app/node_modules/typescript/lib/tsc.js:7453:39
      1    0.0%    0.0%  LazyCompile: ~getIndexDeclarationOfSymbol /app/node_modules/typescript/lib/tsc.js:29699:45
      1    0.0%    0.0%  LazyCompile: ~getImmediatelyInvokedFunctionExpression /app/node_modules/typescript/lib/tsc.js:6580:53
      1    0.0%    0.0%  LazyCompile: ~getHeritageClause /app/node_modules/typescript/lib/tsc.js:7458:31
      1    0.0%    0.0%  LazyCompile: ~getFunctionFlags /app/node_modules/typescript/lib/tsc.js:7508:30
      1    0.0%    0.0%  LazyCompile: ~getFlowTypeOfReference /app/node_modules/typescript/lib/tsc.js:34642:40
      1    0.0%    0.0%  LazyCompile: ~getExportSymbolOfValueSymbolIfExported /app/node_modules/typescript/lib/tsc.js:25545:56
      1    0.0%    0.0%  LazyCompile: ~getEffectiveTypeParameterDeclarations /app/node_modules/typescript/lib/tsc.js:8216:51
      1    0.0%    0.0%  LazyCompile: ~getEffectiveReturnTypeNode /app/node_modules/typescript/lib/tsc.js:8209:40
      1    0.0%    0.0%  LazyCompile: ~getEffectiveDeclarationFlags /app/node_modules/typescript/lib/tsc.js:40596:46
      1    0.0%    0.0%  LazyCompile: ~getDefaultFromTypeParameter /app/node_modules/typescript/lib/tsc.js:29138:45
      1    0.0%    0.0%  LazyCompile: ~getDeclaredTypeOfClassOrInterface /app/node_modules/typescript/lib/tsc.js:28054:51
      1    0.0%    0.0%  LazyCompile: ~getDeclarationOfKind /app/node_modules/typescript/lib/tsc.js:5431:34
      1    0.0%    0.0%  LazyCompile: ~getContainerFlags /app/node_modules/typescript/lib/tsc.js:21643:35
      1    0.0%    0.0%  LazyCompile: ~getAliasSymbolForTypeNode /app/node_modules/typescript/lib/tsc.js:31030:43
      1    0.0%    0.0%  LazyCompile: ~getAccessibleSortedChildDirectories /app/node_modules/typescript/lib/tsc.js:2238:67
      1    0.0%    0.0%  LazyCompile: ~fs.readdirSync fs.js:900:26
      1    0.0%    0.0%  LazyCompile: ~finishNode /app/node_modules/typescript/lib/tsc.js:12921:28
      1    0.0%    0.0%  LazyCompile: ~find /app/node_modules/typescript/lib/tsc.js:200:18
      1    0.0%    0.0%  LazyCompile: ~filter /app/node_modules/typescript/lib/tsc.js:288:20
      1    0.0%    0.0%  LazyCompile: ~fillSignature /app/node_modules/typescript/lib/tsc.js:13731:31
      1    0.0%    0.0%  LazyCompile: ~emitNodeList /app/node_modules/typescript/lib/tsc.js:64562:30
      1    0.0%    0.0%  LazyCompile: ~doInsideOfContext /app/node_modules/typescript/lib/tsc.js:12719:35
      1    0.0%    0.0%  LazyCompile: ~declareSymbolAndAddToSymbolTable /app/node_modules/typescript/lib/tsc.js:21702:50
      1    0.0%    0.0%  LazyCompile: ~createUnionOrIntersectionProperty /app/node_modules/typescript/lib/tsc.js:29159:51
      1    0.0%    0.0%  LazyCompile: ~createTypeReference /app/node_modules/typescript/lib/tsc.js:29806:37
      1    0.0%    0.0%  LazyCompile: ~createTypeMapper /app/node_modules/typescript/lib/tsc.js:31326:34
      1    0.0%    0.0%  LazyCompile: ~createTypeFromGenericGlobalType /app/node_modules/typescript/lib/tsc.js:30162:49
      1    0.0%    0.0%  LazyCompile: ~createSymbolTable /app/node_modules/typescript/lib/tsc.js:5452:31
      1    0.0%    0.0%  LazyCompile: ~createSymbol /app/node_modules/typescript/lib/tsc.js:20684:30
      1    0.0%    0.0%  LazyCompile: ~createScanner /app/node_modules/typescript/lib/tsc.js:4309:27
      1    0.0%    0.0%  LazyCompile: ~createNodeBuilderContext /app/node_modules/typescript/lib/tsc.js:25980:46
      1    0.0%    0.0%  LazyCompile: ~createNodeArray /app/node_modules/typescript/lib/tsc.js:12914:33
      1    0.0%    0.0%  LazyCompile: ~createAccessFromSymbolChain /app/node_modules/typescript/lib/tsc.js:26636:53
      1    0.0%    0.0%  LazyCompile: ~copyObject fs.js:84:20
      1    0.0%    0.0%  LazyCompile: ~convertPropertyValueToJson /app/node_modules/typescript/lib/tsc.js:18812:44
      1    0.0%    0.0%  LazyCompile: ~containsType /app/node_modules/typescript/lib/tsc.js:30237:30
      1    0.0%    0.0%  LazyCompile: ~computeOther /app/node_modules/typescript/lib/tsc.js:23145:26
      1    0.0%    0.0%  LazyCompile: ~compareComparableValues /app/node_modules/typescript/lib/tsc.js:1283:37
      1    0.0%    0.0%  LazyCompile: ~combineTypeMappers /app/node_modules/typescript/lib/tsc.js:31346:36
      1    0.0%    0.0%  LazyCompile: ~checkVariableStatement /app/node_modules/typescript/lib/tsc.js:41818:40
      1    0.0%    0.0%  LazyCompile: ~checkTypeParameter /app/node_modules/typescript/lib/tsc.js:40005:36
      1    0.0%    0.0%  LazyCompile: ~checkTypeNameIsReserved /app/node_modules/typescript/lib/tsc.js:42359:41
      1    0.0%    0.0%  LazyCompile: ~checkPropertyDeclaration /app/node_modules/typescript/lib/tsc.js:40341:42
      1    0.0%    0.0%  LazyCompile: ~checkObjectTypeForDuplicateDeclarations /app/node_modules/typescript/lib/tsc.js:40276:57
      1    0.0%    0.0%  LazyCompile: ~checkIndexConstraints /app/node_modules/typescript/lib/tsc.js:42294:39
      1    0.0%    0.0%  LazyCompile: ~checkGrammarTopLevelElementsForRequiredDeclareModifier /app/node_modules/typescript/lib/tsc.js:45826:72
      1    0.0%    0.0%  LazyCompile: ~checkGrammarParameterList /app/node_modules/typescript/lib/tsc.js:45093:43
      1    0.0%    0.0%  LazyCompile: ~checkGrammarInterfaceDeclaration /app/node_modules/typescript/lib/tsc.js:45257:50
      1    0.0%    0.0%  LazyCompile: ~checkGrammarIndexSignature /app/node_modules/typescript/lib/tsc.js:45184:44
      1    0.0%    0.0%  LazyCompile: ~checkGrammarHeritageClause /app/node_modules/typescript/lib/tsc.js:45214:44
      1    0.0%    0.0%  LazyCompile: ~checkGrammarFunctionLikeDeclaration /app/node_modules/typescript/lib/tsc.js:45126:53
      1    0.0%    0.0%  LazyCompile: ~checkGrammarForGenerator /app/node_modules/typescript/lib/tsc.js:45287:42
      1    0.0%    0.0%  LazyCompile: ~checkFunctionOrMethodDeclaration /app/node_modules/typescript/lib/tsc.js:41227:50
      1    0.0%    0.0%  LazyCompile: ~checkFunctionOrConstructorSymbol /app/node_modules/typescript/lib/tsc.js:40609:50
      1    0.0%    0.0%  LazyCompile: ~checkExternalImportOrExportDeclaration /app/node_modules/typescript/lib/tsc.js:43128:56
      1    0.0%    0.0%  LazyCompile: ~checkExportsOnMergedDeclarations /app/node_modules/typescript/lib/tsc.js:40778:50
      1    0.0%    0.0%  LazyCompile: ~checkCollisionWithArgumentsInGeneratedCode /app/node_modules/typescript/lib/tsc.js:41520:60
      1    0.0%    0.0%  LazyCompile: ~checkArrayType /app/node_modules/typescript/lib/tsc.js:40529:32
      1    0.0%    0.0%  LazyCompile: ~check /app/node_modules/typescript/lib/tsc.js:27779:27
      1    0.0%    0.0%  LazyCompile: ~canParseSemicolon /app/node_modules/typescript/lib/tsc.js:12883:35
      1    0.0%    0.0%  LazyCompile: ~canFollowModifier /app/node_modules/typescript/lib/tsc.js:13035:35
      1    0.0%    0.0%  LazyCompile: ~bindTypeParameter /app/node_modules/typescript/lib/tsc.js:22632:35
      1    0.0%    0.0%  LazyCompile: ~bindPropertyWorker /app/node_modules/typescript/lib/tsc.js:22261:36
      1    0.0%    0.0%  LazyCompile: ~bindPropertyOrMethodOrAccessor /app/node_modules/typescript/lib/tsc.js:22617:48
      1    0.0%    0.0%  LazyCompile: ~bindParameter /app/node_modules/typescript/lib/tsc.js:22571:31
      1    0.0%    0.0%  LazyCompile: ~bindJSDoc /app/node_modules/typescript/lib/tsc.js:22052:27
      1    0.0%    0.0%  LazyCompile: ~bindFunctionDeclaration /app/node_modules/typescript/lib/tsc.js:22589:41
      1    0.0%    0.0%  LazyCompile: ~areTypeParametersIdentical /app/node_modules/typescript/lib/tsc.js:42421:44
      1    0.0%    0.0%  LazyCompile: ~appendCommentRange /app/node_modules/typescript/lib/tsc.js:4263:32
      1    0.0%    0.0%  LazyCompile: ~accessKind /app/node_modules/typescript/lib/tsc.js:8860:24
      1    0.0%    0.0%  LazyCompile: ~Stats.isFile fs.js:219:34
      1    0.0%    0.0%  LazyCompile: ~StackHas native array.js:85:18
      1    0.0%    0.0%  LazyCompile: ~FSWatcher.start fs.js:1370:37
      1    0.0%    0.0%  LazyCompile: ~EventEmitter events.js:27:22
      1    0.0%    0.0%  LazyCompile: ~<anonymous> /app/node_modules/typescript/lib/tsc.js:67849:95
      1    0.0%    0.0%  LazyCompile: ~<anonymous> /app/node_modules/typescript/lib/tsc.js:25596:38
      1    0.0%    0.0%  LazyCompile: ~<anonymous> /app/node_modules/typescript/lib/tsc.js:20945:38
      1    0.0%    0.0%  LazyCompile: ~<anonymous> /app/node_modules/typescript/lib/tsc.js:16508:67
      1    0.0%    0.0%  LazyCompile: *statsFromValues fs.js:245:25
      1    0.0%    0.0%  LazyCompile: *speculationHelper /app/node_modules/typescript/lib/tsc.js:12811:35
      1    0.0%    0.0%  LazyCompile: *setParentPointers /app/node_modules/typescript/lib/tsc.js:23402:31
      1    0.0%    0.0%  LazyCompile: *scanString /app/node_modules/typescript/lib/tsc.js:4497:28
      1    0.0%    0.0%  LazyCompile: *resolveAnonymousTypeMembers /app/node_modules/typescript/lib/tsc.js:28685:45
      1    0.0%    0.0%  LazyCompile: *removeTrailingNewlines /app/node_modules/typescript/lib/tsc.js:16589:48
      1    0.0%    0.0%  LazyCompile: *pushTypeResolution /app/node_modules/typescript/lib/tsc.js:26964:36
      1    0.0%    0.0%  LazyCompile: *parseTypeWorker /app/node_modules/typescript/lib/tsc.js:14268:33
      1    0.0%    0.0%  LazyCompile: *parseTypeParameters /app/node_modules/typescript/lib/tsc.js:13694:37
      1    0.0%    0.0%  LazyCompile: *parseTypeMember /app/node_modules/typescript/lib/tsc.js:13866:33
      1    0.0%    0.0%  LazyCompile: *parseTokenNode /app/node_modules/typescript/lib/tsc.js:12878:32
      1    0.0%    0.0%  LazyCompile: *parseTagComments /app/node_modules/typescript/lib/tsc.js:16670:42
      1    0.0%    0.0%  LazyCompile: *parseTag /app/node_modules/typescript/lib/tsc.js:16621:34
      1    0.0%    0.0%  LazyCompile: *parseSemicolon /app/node_modules/typescript/lib/tsc.js:12889:32
      1    0.0%    0.0%  LazyCompile: *parseParameterList /app/node_modules/typescript/lib/tsc.js:13758:36
      1    0.0%    0.0%  LazyCompile: *parseOptional /app/node_modules/typescript/lib/tsc.js:12861:31
      1    0.0%    0.0%  LazyCompile: *parseList /app/node_modules/typescript/lib/tsc.js:13211:27
      1    0.0%    0.0%  LazyCompile: *parseIdentifier /app/node_modules/typescript/lib/tsc.js:12969:33
      1    0.0%    0.0%  LazyCompile: *parseDelimitedList /app/node_modules/typescript/lib/tsc.js:13434:36
      1    0.0%    0.0%  LazyCompile: *parseAnyContextualModifier /app/node_modules/typescript/lib/tsc.js:13032:44
      1    0.0%    0.0%  LazyCompile: *isTypeMemberStart /app/node_modules/typescript/lib/tsc.js:13840:35
      1    0.0%    0.0%  LazyCompile: *isThisless /app/node_modules/typescript/lib/tsc.js:28277:28
      1    0.0%    0.0%  LazyCompile: *isStartOfDeclaration /app/node_modules/typescript/lib/tsc.js:15631:38
      1    0.0%    0.0%  LazyCompile: *isReadonlySymbol /app/node_modules/typescript/lib/tsc.js:39079:34
      1    0.0%    0.0%  LazyCompile: *isModuleDeclaration /app/node_modules/typescript/lib/tsc.js:9909:33
      1    0.0%    0.0%  LazyCompile: *isListTerminator /app/node_modules/typescript/lib/tsc.js:13146:34
      1    0.0%    0.0%  LazyCompile: *isConflictMarkerTrivia /app/node_modules/typescript/lib/tsc.js:4110:36
      1    0.0%    0.0%  LazyCompile: *isBindingPattern /app/node_modules/typescript/lib/tsc.js:10383:30
      1    0.0%    0.0%  LazyCompile: *instantiateList /app/node_modules/typescript/lib/tsc.js:31287:33
      1    0.0%    0.0%  LazyCompile: *getTypeParametersForTypeReference /app/node_modules/typescript/lib/tsc.js:40477:51
      1    0.0%    0.0%  LazyCompile: *getTypeOfInstantiatedSymbol /app/node_modules/typescript/lib/tsc.js:27712:45
      1    0.0%    0.0%  LazyCompile: *getTypeId /app/node_modules/typescript/lib/tsc.js:30234:27
      1    0.0%    0.0%  LazyCompile: *getTypeFromTypeReference /app/node_modules/typescript/lib/tsc.js:30043:42
      1    0.0%    0.0%  LazyCompile: *getTypeForVariableLikeDeclaration /app/node_modules/typescript/lib/tsc.js:27194:51
      1    0.0%    0.0%  LazyCompile: *getTypeAliasInstantiation /app/node_modules/typescript/lib/tsc.js:29857:43
      1    0.0%    0.0%  LazyCompile: *getTokenText /app/node_modules/typescript/lib/tsc.js:4325:36
      1    0.0%    0.0%  LazyCompile: *getSymbolOfNode /app/node_modules/typescript/lib/tsc.js:25507:33
      1    0.0%    0.0%  LazyCompile: *getSignatureFromDeclaration /app/node_modules/typescript/lib/tsc.js:29418:45
      1    0.0%    0.0%  LazyCompile: *getObjectFlags /app/node_modules/typescript/lib/tsc.js:8954:28
      1    0.0%    0.0%  LazyCompile: *getNameOfDeclaration /app/node_modules/typescript/lib/tsc.js:9343:34
      1    0.0%    0.0%  LazyCompile: *getLiteralType /app/node_modules/typescript/lib/tsc.js:31154:32
      1    0.0%    0.0%  LazyCompile: *getIndexInfoOfType /app/node_modules/typescript/lib/tsc.js:29290:36
      1    0.0%    0.0%  LazyCompile: *getIdentifierToken /app/node_modules/typescript/lib/tsc.js:4710:36
      1    0.0%    0.0%  LazyCompile: *getDeclaredTypeOfTypeParameter /app/node_modules/typescript/lib/tsc.js:28201:48
      1    0.0%    0.0%  LazyCompile: *getDeclarationModifierFlagsFromSymbol /app/node_modules/typescript/lib/tsc.js:8825:51
      1    0.0%    0.0%  LazyCompile: *getBaseConstraintOfType /app/node_modules/typescript/lib/tsc.js:29040:41
      1    0.0%    0.0%  LazyCompile: *getBaseConstraintOfInstantiableNonPrimitiveUnionOrIntersection /app/node_modules/typescript/lib/tsc.js:29032:80
      1    0.0%    0.0%  LazyCompile: *getApparentType /app/node_modules/typescript/lib/tsc.js:29148:33
      1    0.0%    0.0%  LazyCompile: *fileExtensionIsOneOf /app/node_modules/typescript/lib/tsc.js:1501:34
      1    0.0%    0.0%  LazyCompile: *createType /app/node_modules/typescript/lib/tsc.js:25562:28
      1    0.0%    0.0%  LazyCompile: *combinePaths /app/node_modules/typescript/lib/tsc.js:11379:26
      1    0.0%    0.0%  LazyCompile: *checkTypeOperator /app/node_modules/typescript/lib/tsc.js:40576:35
      1    0.0%    0.0%  LazyCompile: *checkExportsOnMergedDeclarations /app/node_modules/typescript/lib/tsc.js:40778:50
      1    0.0%    0.0%  LazyCompile: *bindFunctionOrConstructorType /app/node_modules/typescript/lib/tsc.js:21811:47
      1    0.0%    0.0%  LazyCompile: *bindEach /app/node_modules/typescript/lib/tsc.js:20948:26
      1    0.0%    0.0%  LazyCompile: *bindContainer /app/node_modules/typescript/lib/tsc.js:20851:31
      1    0.0%    0.0%  LazyCompile: *bindChildrenWorker /app/node_modules/typescript/lib/tsc.js:20972:36
      1    0.0%    0.0%  LazyCompile: *addTypesToUnion /app/node_modules/typescript/lib/tsc.js:30287:33
      1    0.0%    0.0%  LazyCompile: *addDeclarationToSymbol /app/node_modules/typescript/lib/tsc.js:20688:40
      1    0.0%    0.0%  LazyCompile: *StackPush native array.js:79:19
      1    0.0%    0.0%  LazyCompile: *Node /app/node_modules/typescript/lib/tsc.js:10936:18
