Testing v8 version different from logging version
Statistical profiling result from isolate-0x55df67c161c0-v8.log, (31154 ticks, 186 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1    0.0%    0.0%  LazyCompile: *<anonymous> /app/node_modules/typescript/lib/tsc.js:16508:67
      1    0.0%    0.0%  KeyedLoadIC: A keyed load IC from the snapshot {1}
      1    0.0%    0.0%  Handler: An IC handler from the snapshot {1}
      1    0.0%    0.0%  Handler: An IC handler from the snapshot
      1    0.0%    0.0%  Builtin: StringPrototypeSubstr
      1    0.0%    0.0%  Builtin: StringPrototypeSlice
      1    0.0%    0.0%  Builtin: StoreICStrict_Uninitialized
      1    0.0%    0.0%  Builtin: NonNumberToNumber
      1    0.0%    0.0%  Builtin: Multiply
      1    0.0%    0.0%  Builtin: MapGet
      1    0.0%    0.0%  Builtin: LessThan
      1    0.0%    0.0%  Builtin: JSBuiltinsConstructStub
      1    0.0%    0.0%  Builtin: InterpreterEnterBytecodeDispatch
      1    0.0%    0.0%  Builtin: GreaterThanOrEqual
      1    0.0%    0.0%  Builtin: FunctionPrototypeCall

 [C++]:
   ticks  total  nonlib   name

 [Summary]:
   ticks  total  nonlib   name
   1989    6.4%   91.4%  JavaScript
      0    0.0%    0.0%  C++
    326    1.0%   15.0%  GC
  28979   93.0%          Shared libraries
    186    0.6%          Unaccounted

 [C++ entry points]:
   ticks    cpp   total   name

 [Bottom up (heavy) profile]:
  Note: percentage shows a share of a particular caller in the total
  amount of its parent calls.
  Callers occupying less than 1.0% are not shown.

   ticks parent  name
  20847   66.9%  /lib/ld-musl-x86_64.so.1
  14557   69.8%    LazyCompile: *getAccessibleFileSystemEntries /app/node_modules/typescript/lib/tsc.js:2438:52
  14534   99.8%      LazyCompile: ~getAccessibleSortedChildDirectories /app/node_modules/typescript/lib/tsc.js:2238:67
  14534  100.0%        LazyCompile: ~watchChildDirectories /app/node_modules/typescript/lib/tsc.js:2053:39
  14534  100.0%          LazyCompile: ~updateChildWatches /app/node_modules/typescript/lib/tsc.js:2048:36
  14496   99.7%            LazyCompile: ~createDirectoryWatcher /app/node_modules/typescript/lib/tsc.js:2031:40
   3233   15.5%    LazyCompile: *realpathSync fs.js:1579:40
   3233  100.0%      LazyCompile: ~realpath /app/node_modules/typescript/lib/tsc.js:2494:30
   3117   96.4%        LazyCompile: ~<anonymous> /app/node_modules/typescript/lib/tsc.js:2055:153
   3117  100.0%          LazyCompile: ~mapDefined /app/node_modules/typescript/lib/tsc.js:462:24
   3117  100.0%            LazyCompile: ~watchChildDirectories /app/node_modules/typescript/lib/tsc.js:2053:39
    116    3.6%        LazyCompile: ~realpath /app/node_modules/typescript/lib/tsc.js:69121:52
    116  100.0%          LazyCompile: ~compilerHost.realpath /app/node_modules/typescript/lib/tsc.js:69262:50
    116  100.0%            LazyCompile: ~realPath /app/node_modules/typescript/lib/tsc.js:20132:22
   1518    7.3%    LazyCompile: *fs.statSync fs.js:945:23
   1518  100.0%      LazyCompile: ~fileSystemEntryExists /app/node_modules/typescript/lib/tsc.js:2472:43
    598   39.4%        LazyCompile: ~directoryExists /app/node_modules/typescript/lib/tsc.js:2488:37
    388   64.9%          LazyCompile: ~watchChildDirectories /app/node_modules/typescript/lib/tsc.js:2053:39
    388  100.0%            LazyCompile: ~updateChildWatches /app/node_modules/typescript/lib/tsc.js:2048:36
    209   34.9%          LazyCompile: ~directoryExists /app/node_modules/typescript/lib/tsc.js:69118:39
    206   98.6%            LazyCompile: ~directoryExists /app/node_modules/typescript/lib/tsc.js:65315:33
      3    1.4%            LazyCompile: ~ensureDirectoriesExist /app/node_modules/typescript/lib/tsc.js:69580:40
    581   38.3%        LazyCompile: ~fsWatch /app/node_modules/typescript/lib/tsc.js:2338:29
    581  100.0%          LazyCompile: ~fsWatchDirectory /app/node_modules/typescript/lib/tsc.js:2391:38
    581  100.0%            LazyCompile: ~watchDirectoryUsingFsWatch /app/node_modules/typescript/lib/tsc.js:2394:48
    319   21.0%        LazyCompile: ~fileExists /app/node_modules/typescript/lib/tsc.js:2485:32
    231   72.4%          LazyCompile: ~fileExists /app/node_modules/typescript/lib/tsc.js:69116:34
    231  100.0%            LazyCompile: ~fileExists /app/node_modules/typescript/lib/tsc.js:65309:28
     88   27.6%          LazyCompile: ~readFile /app/node_modules/typescript/lib/tsc.js:2400:30
     88  100.0%            LazyCompile: ~readFile /app/node_modules/typescript/lib/tsc.js:69117:32
     20    1.3%        LazyCompile: ~<anonymous> /app/node_modules/typescript/lib/tsc.js:2492:66
     20  100.0%          LazyCompile: ~filter /app/node_modules/typescript/lib/tsc.js:288:20
     20  100.0%            LazyCompile: ~getDirectories /app/node_modules/typescript/lib/tsc.js:2491:36
    415    2.0%    /usr/local/bin/node
     27    6.5%      Builtin: StringPrototypeReplace
     19   70.4%        LazyCompile: *getAccessibleFileSystemEntries /app/node_modules/typescript/lib/tsc.js:2438:52
     19  100.0%          LazyCompile: ~getAccessibleSortedChildDirectories /app/node_modules/typescript/lib/tsc.js:2238:67
     19  100.0%            LazyCompile: ~watchChildDirectories /app/node_modules/typescript/lib/tsc.js:2053:39
      3   11.1%        LazyCompile: ~normalizeSlashes /app/node_modules/typescript/lib/tsc.js:11146:30
      3  100.0%          LazyCompile: ~combinePaths /app/node_modules/typescript/lib/tsc.js:11379:26
      2   66.7%            LazyCompile: ~getPathComponents /app/node_modules/typescript/lib/tsc.js:11269:31
      1   33.3%            LazyCompile: ~getAccessibleFileSystemEntries /app/node_modules/typescript/lib/tsc.js:2438:52
      2    7.4%        LazyCompile: *resolvePath /app/node_modules/typescript/lib/tsc.js:11401:25
      2  100.0%          LazyCompile: ~normalizePath /app/node_modules/typescript/lib/tsc.js:11214:27
      2  100.0%            LazyCompile: ~toPath /app/node_modules/typescript/lib/tsc.js:5496:20
      1    3.7%        LazyCompile: ~swapCase /app/node_modules/typescript/lib/tsc.js:2201:30
      1  100.0%          LazyCompile: ~isFileSystemCaseSensitive /app/node_modules/typescript/lib/tsc.js:2195:47
      1  100.0%            LazyCompile: ~getNodeSystem /app/node_modules/typescript/lib/tsc.js:2087:31
      1    3.7%        LazyCompile: *getPathComponents /app/node_modules/typescript/lib/tsc.js:11269:31
      1  100.0%          LazyCompile: ~getNormalizedPathComponents /app/node_modules/typescript/lib/tsc.js:11301:41
      1  100.0%            LazyCompile: ~getNormalizedAbsolutePath /app/node_modules/typescript/lib/tsc.js:11305:39
      1    3.7%        LazyCompile: *combinePaths /app/node_modules/typescript/lib/tsc.js:11379:26
      1  100.0%          LazyCompile: ~getAccessibleFileSystemEntries /app/node_modules/typescript/lib/tsc.js:2438:52
      1  100.0%            LazyCompile: ~getAccessibleSortedChildDirectories /app/node_modules/typescript/lib/tsc.js:2238:67
     17    4.1%      LazyCompile: ~mark /app/node_modules/typescript/lib/tsc.js:1657:22
      5   29.4%        LazyCompile: ~emitPos /app/node_modules/typescript/lib/tsc.js:61729:25
      4   80.0%          LazyCompile: ~emitNodeWithSourceMap /app/node_modules/typescript/lib/tsc.js:61767:39
      4  100.0%            LazyCompile: ~pipelineEmitWithSourceMap /app/node_modules/typescript/lib/tsc.js:62693:43
      1   20.0%          LazyCompile: ~emitLeadingComment /app/node_modules/typescript/lib/tsc.js:62126:36
      1  100.0%            LazyCompile: ~iterateCommentRanges /app/node_modules/typescript/lib/tsc.js:4159:34
      5   29.4%        LazyCompile: ~bindSourceFile /app/node_modules/typescript/lib/tsc.js:20600:28
      5  100.0%          LazyCompile: ~initializeTypeChecker /app/node_modules/typescript/lib/tsc.js:44680:39
      5  100.0%            LazyCompile: ~createTypeChecker /app/node_modules/typescript/lib/tsc.js:23598:31
      2   11.8%        LazyCompile: ~emitWorker /app/node_modules/typescript/lib/tsc.js:66458:28
      2  100.0%          LazyCompile: ~<anonymous> /app/node_modules/typescript/lib/tsc.js:66453:54
      2  100.0%            LazyCompile: ~runWithCancellationToken /app/node_modules/typescript/lib/tsc.js:66528:42
      2   11.8%        LazyCompile: ~createSourceFile /app/node_modules/typescript/lib/tsc.js:12432:30
      2  100.0%          LazyCompile: ~getNewSourceFile /app/node_modules/typescript/lib/tsc.js:69415:38
      2  100.0%            LazyCompile: ~getVersionedSourceFileByPath /app/node_modules/typescript/lib/tsc.js:69377:46
      2   11.8%        LazyCompile: ~checkSourceFile /app/node_modules/typescript/lib/tsc.js:43612:33
      2  100.0%          LazyCompile: ~getDiagnosticsWorker /app/node_modules/typescript/lib/tsc.js:43677:38
      2  100.0%            LazyCompile: ~getDiagnostics /app/node_modules/typescript/lib/tsc.js:43668:32
      1    5.9%        LazyCompile: ~emitNodeWithComments /app/node_modules/typescript/lib/tsc.js:61953:38
      1  100.0%          LazyCompile: ~pipelineEmitWithComments /app/node_modules/typescript/lib/tsc.js:62684:42
      1  100.0%            LazyCompile: ~emitNodeWithNotification /app/node_modules/typescript/lib/tsc.js:61474:42
      7    1.7%      LazyCompile: ~declareSymbol /app/node_modules/typescript/lib/tsc.js:20760:31
      2   28.6%        LazyCompile: ~declareSymbolAndAddToSymbolTable /app/node_modules/typescript/lib/tsc.js:21702:50
      2  100.0%          LazyCompile: ~bindPropertyOrMethodOrAccessor /app/node_modules/typescript/lib/tsc.js:22617:48
      2  100.0%            LazyCompile: ~bindPropertyWorker /app/node_modules/typescript/lib/tsc.js:22261:36
      2   28.6%        LazyCompile: *declareSymbolAndAddToSymbolTable /app/node_modules/typescript/lib/tsc.js:21702:50
      2  100.0%          LazyCompile: ~bindPropertyOrMethodOrAccessor /app/node_modules/typescript/lib/tsc.js:22617:48
      1   50.0%            LazyCompile: ~bindWorker /app/node_modules/typescript/lib/tsc.js:22086:28
      1   50.0%            LazyCompile: ~bindPropertyWorker /app/node_modules/typescript/lib/tsc.js:22261:36
      1   14.3%        LazyCompile: ~declareSourceFileMember /app/node_modules/typescript/lib/tsc.js:21746:41
      1  100.0%          LazyCompile: ~declareSymbolAndAddToSymbolTable /app/node_modules/typescript/lib/tsc.js:21702:50
      1  100.0%            LazyCompile: ~bindFunctionDeclaration /app/node_modules/typescript/lib/tsc.js:22589:41
      1   14.3%        LazyCompile: ~bindBlockScopedDeclaration /app/node_modules/typescript/lib/tsc.js:21858:44
      1  100.0%          LazyCompile: *bindWorker /app/node_modules/typescript/lib/tsc.js:22086:28
      1  100.0%            LazyCompile: *bind /app/node_modules/typescript/lib/tsc.js:22027:22
      1   14.3%        LazyCompile: *bindParameter /app/node_modules/typescript/lib/tsc.js:22571:31
      1  100.0%          LazyCompile: *bindWorker /app/node_modules/typescript/lib/tsc.js:22086:28
      1  100.0%            LazyCompile: ~bind /app/node_modules/typescript/lib/tsc.js:22027:22
      6    1.4%      LazyCompile: *realpathSync fs.js:1579:40
      6  100.0%        LazyCompile: ~realpath /app/node_modules/typescript/lib/tsc.js:2494:30
      5   83.3%          LazyCompile: ~<anonymous> /app/node_modules/typescript/lib/tsc.js:2055:153
      5  100.0%            LazyCompile: ~mapDefined /app/node_modules/typescript/lib/tsc.js:462:24
      1   16.7%          LazyCompile: ~realpath /app/node_modules/typescript/lib/tsc.js:69121:52
      1  100.0%            LazyCompile: ~compilerHost.realpath /app/node_modules/typescript/lib/tsc.js:69262:50

   7893   25.3%  /usr/local/bin/node
   7564   95.8%    /usr/local/bin/node
   3227   42.7%      LazyCompile: ~fs.statSync fs.js:945:23
   2399   74.3%        LazyCompile: ~getAccessibleFileSystemEntries /app/node_modules/typescript/lib/tsc.js:2438:52
   2390   99.6%          LazyCompile: ~getAccessibleSortedChildDirectories /app/node_modules/typescript/lib/tsc.js:2238:67
   2390  100.0%            LazyCompile: ~watchChildDirectories /app/node_modules/typescript/lib/tsc.js:2053:39
    828   25.7%        LazyCompile: ~fileSystemEntryExists /app/node_modules/typescript/lib/tsc.js:2472:43
    492   59.4%          LazyCompile: ~fsWatch /app/node_modules/typescript/lib/tsc.js:2338:29
    492  100.0%            LazyCompile: ~fsWatchDirectory /app/node_modules/typescript/lib/tsc.js:2391:38
    333   40.2%          LazyCompile: ~directoryExists /app/node_modules/typescript/lib/tsc.js:2488:37
    328   98.5%            LazyCompile: ~watchChildDirectories /app/node_modules/typescript/lib/tsc.js:2053:39
      5    1.5%            LazyCompile: ~directoryExists /app/node_modules/typescript/lib/tsc.js:69118:39
   2569   34.0%      LazyCompile: ~fs.readdirSync fs.js:900:26
   2370   92.3%        LazyCompile: *getAccessibleFileSystemEntries /app/node_modules/typescript/lib/tsc.js:2438:52
   2368   99.9%          LazyCompile: ~getAccessibleSortedChildDirectories /app/node_modules/typescript/lib/tsc.js:2238:67
   2368  100.0%            LazyCompile: ~watchChildDirectories /app/node_modules/typescript/lib/tsc.js:2053:39
    197    7.7%        LazyCompile: ~getAccessibleFileSystemEntries /app/node_modules/typescript/lib/tsc.js:2438:52
    194   98.5%          LazyCompile: ~getAccessibleSortedChildDirectories /app/node_modules/typescript/lib/tsc.js:2238:67
    194  100.0%            LazyCompile: ~watchChildDirectories /app/node_modules/typescript/lib/tsc.js:2053:39
      3    1.5%          LazyCompile: ~visitDirectory /app/node_modules/typescript/lib/tsc.js:11648:32
      2   66.7%            LazyCompile: ~visitDirectory /app/node_modules/typescript/lib/tsc.js:11648:32
      1   33.3%            LazyCompile: ~matchFiles /app/node_modules/typescript/lib/tsc.js:11635:24
    573    7.6%      LazyCompile: ~realpathSync fs.js:1579:40
    570   99.5%        LazyCompile: ~realpath /app/node_modules/typescript/lib/tsc.js:2494:30
    570  100.0%          LazyCompile: ~<anonymous> /app/node_modules/typescript/lib/tsc.js:2055:153
    570  100.0%            LazyCompile: ~mapDefined /app/node_modules/typescript/lib/tsc.js:462:24
     98    1.3%      LazyCompile: ~FSWatcher.start fs.js:1370:37
     98  100.0%        LazyCompile: ~fs.watch fs.js:1392:20
     98  100.0%          LazyCompile: ~watchPresentFileSystemEntry /app/node_modules/typescript/lib/tsc.js:2356:53
     98  100.0%            LazyCompile: ~fsWatch /app/node_modules/typescript/lib/tsc.js:2338:29
     92    1.2%      LazyCompile: ~createScript vm.js:79:22
     92  100.0%        LazyCompile: ~runInThisContext vm.js:138:26
     92  100.0%          LazyCompile: ~Module._compile module.js:609:37
     92  100.0%            LazyCompile: ~Module._extensions..js module.js:661:37
     79    1.0%      LazyCompile: ~fs.openSync fs.js:642:23
     77   97.5%        LazyCompile: ~fs.readFileSync fs.js:548:27
     76   98.7%          LazyCompile: ~readFile /app/node_modules/typescript/lib/tsc.js:2400:30
     76  100.0%            LazyCompile: ~readFile /app/node_modules/typescript/lib/tsc.js:69117:32
      1    1.3%          LazyCompile: ~Module._extensions..js module.js:661:37
      1  100.0%            LazyCompile: ~Module.load module.js:556:33
      2    2.5%        LazyCompile: ~writeFile /app/node_modules/typescript/lib/tsc.js:2423:31
      2  100.0%          LazyCompile: ~ts.sys.sys.writeFile /app/node_modules/typescript/lib/tsc.js:2592:38
      2  100.0%            LazyCompile: ~writeFile /app/node_modules/typescript/lib/tsc.js:69137:33

