Testing v8 version different from logging version
Statistical profiling result from typescript292-isolate-0x559bf4aac1c0-v8.log, (32866 ticks, 181 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1    0.0%    0.0%  Builtin: InterpreterPushUndefinedAndArgsThenCall
      1    0.0%    0.0%  Builtin: GreaterThan
      1    0.0%    0.0%  Builtin: FunctionPrototypeHasInstance
      1    0.0%    0.0%  Builtin: FastNewFunctionContextFunction
      1    0.0%    0.0%  Builtin: FastArrayShift
      1    0.0%    0.0%  Builtin: Construct {1}
      1    0.0%    0.0%  Builtin: ArrayMap

 [C++]:
   ticks  total  nonlib   name

 [Summary]:
   ticks  total  nonlib   name
   2104    6.4%   92.1%  JavaScript
      0    0.0%    0.0%  C++
    242    0.7%   10.6%  GC
  30581   93.0%          Shared libraries
    181    0.6%          Unaccounted

 [C++ entry points]:
   ticks    cpp   total   name

 [Bottom up (heavy) profile]:
  Note: percentage shows a share of a particular caller in the total
  amount of its parent calls.
  Callers occupying less than 1.0% are not shown.

   ticks parent  name
  22067   67.1%  /lib/ld-musl-x86_64.so.1
  15181   68.8%    LazyCompile: *getAccessibleFileSystemEntries /app/node_modules/typescript/lib/tsc.js:3502:52
  15161   99.9%      LazyCompile: ~getAccessibleSortedChildDirectories /app/node_modules/typescript/lib/tsc.js:3303:67
  15161  100.0%        LazyCompile: ~watchChildDirectories /app/node_modules/typescript/lib/tsc.js:3120:39
  15161  100.0%          LazyCompile: ~updateChildWatches /app/node_modules/typescript/lib/tsc.js:3115:36
  15152   99.9%            LazyCompile: ~createDirectoryWatcher /app/node_modules/typescript/lib/tsc.js:3098:40
   3052   13.8%    LazyCompile: *realpathSync fs.js:1579:40
   3052  100.0%      LazyCompile: ~realpath /app/node_modules/typescript/lib/tsc.js:3557:30
   2932   96.1%        LazyCompile: ~<anonymous> /app/node_modules/typescript/lib/tsc.js:3122:153
   2932  100.0%          LazyCompile: ~mapDefined /app/node_modules/typescript/lib/tsc.js:664:24
   2932  100.0%            LazyCompile: ~watchChildDirectories /app/node_modules/typescript/lib/tsc.js:3120:39
    120    3.9%        LazyCompile: ~realpath /app/node_modules/typescript/lib/tsc.js:66438:52
    120  100.0%          LazyCompile: ~compilerHost.realpath /app/node_modules/typescript/lib/tsc.js:66579:50
    120  100.0%            LazyCompile: ~realPath /app/node_modules/typescript/lib/tsc.js:20955:22
   1545    7.0%    LazyCompile: *fs.statSync fs.js:945:23
   1545  100.0%      LazyCompile: ~fileSystemEntryExists /app/node_modules/typescript/lib/tsc.js:3536:43
    617   39.9%        LazyCompile: ~fsWatch /app/node_modules/typescript/lib/tsc.js:3402:29
    617  100.0%          LazyCompile: ~fsWatchDirectory /app/node_modules/typescript/lib/tsc.js:3455:38
    617  100.0%            LazyCompile: ~watchDirectoryUsingFsWatch /app/node_modules/typescript/lib/tsc.js:3458:48
    595   38.5%        LazyCompile: ~directoryExists /app/node_modules/typescript/lib/tsc.js:3551:37
    405   68.1%          LazyCompile: ~watchChildDirectories /app/node_modules/typescript/lib/tsc.js:3120:39
    405  100.0%            LazyCompile: ~updateChildWatches /app/node_modules/typescript/lib/tsc.js:3115:36
    189   31.8%          LazyCompile: ~directoryExists /app/node_modules/typescript/lib/tsc.js:66435:39
    187   98.9%            LazyCompile: ~directoryExists /app/node_modules/typescript/lib/tsc.js:62697:33
      2    1.1%            LazyCompile: ~ensureDirectoriesExist /app/node_modules/typescript/lib/tsc.js:66897:40
    313   20.3%        LazyCompile: ~fileExists /app/node_modules/typescript/lib/tsc.js:3548:32
    216   69.0%          LazyCompile: ~fileExists /app/node_modules/typescript/lib/tsc.js:66433:34
    216  100.0%            LazyCompile: ~fileExists /app/node_modules/typescript/lib/tsc.js:62691:28
     97   31.0%          LazyCompile: ~readFile /app/node_modules/typescript/lib/tsc.js:3464:30
     97  100.0%            LazyCompile: ~readFile /app/node_modules/typescript/lib/tsc.js:66434:32
     20    1.3%        LazyCompile: ~<anonymous> /app/node_modules/typescript/lib/tsc.js:3555:66
     20  100.0%          LazyCompile: ~filter /app/node_modules/typescript/lib/tsc.js:490:20
     20  100.0%            LazyCompile: ~getDirectories /app/node_modules/typescript/lib/tsc.js:3554:36
    413    1.9%    /usr/local/bin/node
     37    9.0%      Builtin: StringPrototypeReplace
     27   73.0%        LazyCompile: *getAccessibleFileSystemEntries /app/node_modules/typescript/lib/tsc.js:3502:52
     27  100.0%          LazyCompile: ~getAccessibleSortedChildDirectories /app/node_modules/typescript/lib/tsc.js:3303:67
     27  100.0%            LazyCompile: ~watchChildDirectories /app/node_modules/typescript/lib/tsc.js:3120:39
      5   13.5%        LazyCompile: *combinePaths /app/node_modules/typescript/lib/tsc.js:2001:26
      2   40.0%          LazyCompile: ~getPathComponents /app/node_modules/typescript/lib/tsc.js:1894:31
      2  100.0%            LazyCompile: ~getNormalizedPathComponents /app/node_modules/typescript/lib/tsc.js:1926:41
      2   40.0%          LazyCompile: ~getAccessibleFileSystemEntries /app/node_modules/typescript/lib/tsc.js:3502:52
      2  100.0%            LazyCompile: ~getAccessibleSortedChildDirectories /app/node_modules/typescript/lib/tsc.js:3303:67
      1   20.0%          LazyCompile: ~resolveTripleslashReference /app/node_modules/typescript/lib/tsc.js:62904:41
      1  100.0%            LazyCompile: ~<anonymous> /app/node_modules/typescript/lib/tsc.js:64382:55
      2    5.4%        LazyCompile: ~normalizeSlashes /app/node_modules/typescript/lib/tsc.js:1771:30
      2  100.0%          LazyCompile: ~combinePaths /app/node_modules/typescript/lib/tsc.js:2001:26
      2  100.0%            LazyCompile: ~getPathComponents /app/node_modules/typescript/lib/tsc.js:1894:31
      2    5.4%        LazyCompile: *normalizeSlashes /app/node_modules/typescript/lib/tsc.js:1771:30
      2  100.0%          LazyCompile: ~combinePaths /app/node_modules/typescript/lib/tsc.js:2001:26
      1   50.0%            LazyCompile: ~loadNodeModuleFromDirectoryWorker /app/node_modules/typescript/lib/tsc.js:21101:47
      1   50.0%            LazyCompile: ~getPathComponents /app/node_modules/typescript/lib/tsc.js:1894:31
      1    2.7%        LazyCompile: *resolvePath /app/node_modules/typescript/lib/tsc.js:2023:25
      1  100.0%          LazyCompile: ~normalizePath /app/node_modules/typescript/lib/tsc.js:1839:27
      1  100.0%            LazyCompile: ~toPath /app/node_modules/typescript/lib/tsc.js:296:20
     11    2.7%      LazyCompile: *getAccessibleFileSystemEntries /app/node_modules/typescript/lib/tsc.js:3502:52
     11  100.0%        LazyCompile: ~getAccessibleSortedChildDirectories /app/node_modules/typescript/lib/tsc.js:3303:67
     11  100.0%          LazyCompile: ~watchChildDirectories /app/node_modules/typescript/lib/tsc.js:3120:39
     11  100.0%            LazyCompile: ~updateChildWatches /app/node_modules/typescript/lib/tsc.js:3115:36
      9    2.2%      LazyCompile: ~mark /app/node_modules/typescript/lib/tsc.js:130:22
      3   33.3%        LazyCompile: ~bindSourceFile /app/node_modules/typescript/lib/tsc.js:17487:28
      3  100.0%          LazyCompile: ~initializeTypeChecker /app/node_modules/typescript/lib/tsc.js:42382:39
      3  100.0%            LazyCompile: ~createTypeChecker /app/node_modules/typescript/lib/tsc.js:21401:31
      2   22.2%        LazyCompile: ~emitWorker /app/node_modules/typescript/lib/tsc.js:63781:28
      2  100.0%          LazyCompile: ~<anonymous> /app/node_modules/typescript/lib/tsc.js:63776:54
      2  100.0%            LazyCompile: ~runWithCancellationToken /app/node_modules/typescript/lib/tsc.js:63851:42
      2   22.2%        LazyCompile: ~checkSourceFile /app/node_modules/typescript/lib/tsc.js:41315:33
      2  100.0%          LazyCompile: ~getDiagnosticsWorker /app/node_modules/typescript/lib/tsc.js:41380:38
      2  100.0%            LazyCompile: ~getDiagnostics /app/node_modules/typescript/lib/tsc.js:41371:32
      1   11.1%        LazyCompile: ~getNewSourceFile /app/node_modules/typescript/lib/tsc.js:66732:38
      1  100.0%          LazyCompile: ~getVersionedSourceFileByPath /app/node_modules/typescript/lib/tsc.js:66694:46
      1  100.0%            LazyCompile: ~getSourceFile /app/node_modules/typescript/lib/tsc.js:66565:37
      1   11.1%        LazyCompile: ~createSourceFile /app/node_modules/typescript/lib/tsc.js:12219:30
      1  100.0%          LazyCompile: ~getNewSourceFile /app/node_modules/typescript/lib/tsc.js:66732:38
      1  100.0%            LazyCompile: ~getVersionedSourceFileByPath /app/node_modules/typescript/lib/tsc.js:66694:46
      6    1.5%      LazyCompile: ~bindChildrenWorker /app/node_modules/typescript/lib/tsc.js:17859:36
      5   83.3%        LazyCompile: *bind /app/node_modules/typescript/lib/tsc.js:18912:22
      3   60.0%          LazyCompile: *visitNodes /app/node_modules/typescript/lib/tsc.js:11760:24
      3  100.0%            LazyCompile: ~forEachChild /app/node_modules/typescript/lib/tsc.js:11780:26
      1   20.0%          LazyCompile: ~forEach /app/node_modules/typescript/lib/tsc.js:307:21
      1  100.0%            LazyCompile: ~bindEach /app/node_modules/typescript/lib/tsc.js:17835:26
      1   20.0%          LazyCompile: *forEach /app/node_modules/typescript/lib/tsc.js:307:21
      1  100.0%            LazyCompile: ~bindEach /app/node_modules/typescript/lib/tsc.js:17835:26
      1   16.7%        LazyCompile: ~bindChildren /app/node_modules/typescript/lib/tsc.js:17814:30
      1  100.0%          LazyCompile: ~bind /app/node_modules/typescript/lib/tsc.js:18912:22
      1  100.0%            LazyCompile: *visitNode /app/node_modules/typescript/lib/tsc.js:11757:23
      5    1.2%      LazyCompile: *realpathSync fs.js:1579:40
      5  100.0%        LazyCompile: ~realpath /app/node_modules/typescript/lib/tsc.js:3557:30
      3   60.0%          LazyCompile: ~<anonymous> /app/node_modules/typescript/lib/tsc.js:3122:153
      3  100.0%            LazyCompile: ~mapDefined /app/node_modules/typescript/lib/tsc.js:664:24
      2   40.0%          LazyCompile: ~realpath /app/node_modules/typescript/lib/tsc.js:66438:52
      2  100.0%            LazyCompile: ~compilerHost.realpath /app/node_modules/typescript/lib/tsc.js:66579:50

   8242   25.1%  /usr/local/bin/node
   7999   97.1%    /usr/local/bin/node
   3282   41.0%      LazyCompile: ~fs.statSync fs.js:945:23
   2413   73.5%        LazyCompile: ~getAccessibleFileSystemEntries /app/node_modules/typescript/lib/tsc.js:3502:52
   2408   99.8%          LazyCompile: ~getAccessibleSortedChildDirectories /app/node_modules/typescript/lib/tsc.js:3303:67
   2408  100.0%            LazyCompile: ~watchChildDirectories /app/node_modules/typescript/lib/tsc.js:3120:39
    869   26.5%        LazyCompile: ~fileSystemEntryExists /app/node_modules/typescript/lib/tsc.js:3536:43
    535   61.6%          LazyCompile: ~fsWatch /app/node_modules/typescript/lib/tsc.js:3402:29
    535  100.0%            LazyCompile: ~fsWatchDirectory /app/node_modules/typescript/lib/tsc.js:3455:38
    330   38.0%          LazyCompile: ~directoryExists /app/node_modules/typescript/lib/tsc.js:3551:37
    326   98.8%            LazyCompile: ~watchChildDirectories /app/node_modules/typescript/lib/tsc.js:3120:39
      4    1.2%            LazyCompile: ~directoryExists /app/node_modules/typescript/lib/tsc.js:66435:39
   2728   34.1%      LazyCompile: ~fs.readdirSync fs.js:900:26
   2544   93.3%        LazyCompile: *getAccessibleFileSystemEntries /app/node_modules/typescript/lib/tsc.js:3502:52
   2541   99.9%          LazyCompile: ~getAccessibleSortedChildDirectories /app/node_modules/typescript/lib/tsc.js:3303:67
   2541  100.0%            LazyCompile: ~watchChildDirectories /app/node_modules/typescript/lib/tsc.js:3120:39
    182    6.7%        LazyCompile: ~getAccessibleFileSystemEntries /app/node_modules/typescript/lib/tsc.js:3502:52
    180   98.9%          LazyCompile: ~getAccessibleSortedChildDirectories /app/node_modules/typescript/lib/tsc.js:3303:67
    180  100.0%            LazyCompile: ~watchChildDirectories /app/node_modules/typescript/lib/tsc.js:3120:39
      2    1.1%          LazyCompile: ~visitDirectory /app/node_modules/typescript/lib/tsc.js:2313:32
      1   50.0%            LazyCompile: ~visitDirectory /app/node_modules/typescript/lib/tsc.js:2313:32
      1   50.0%            LazyCompile: ~matchFiles /app/node_modules/typescript/lib/tsc.js:2300:24
    791    9.9%      LazyCompile: ~realpathSync fs.js:1579:40
    787   99.5%        LazyCompile: ~realpath /app/node_modules/typescript/lib/tsc.js:3557:30
    787  100.0%          LazyCompile: ~<anonymous> /app/node_modules/typescript/lib/tsc.js:3122:153
    787  100.0%            LazyCompile: ~mapDefined /app/node_modules/typescript/lib/tsc.js:664:24
     90    1.1%      LazyCompile: ~createScript vm.js:79:22
     90  100.0%        LazyCompile: ~runInThisContext vm.js:138:26
     90  100.0%          LazyCompile: ~Module._compile module.js:609:37
     90  100.0%            LazyCompile: ~Module._extensions..js module.js:661:37

