Testing v8 version different from logging version
Statistical profiling result from typescript292-isolate-0x559bf4aac1c0-v8.log, (32866 ticks, 181 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1    0.0%    0.0%  LazyCompile: ~pushAsyncIds internal/async_hooks.js:351:22
      1    0.0%    0.0%  LazyCompile: ~pathComponents /app/node_modules/typescript/lib/tsc.js:1887:28
      1    0.0%    0.0%  LazyCompile: ~parseVariableDeclaration /app/node_modules/typescript/lib/tsc.js:15678:42
      1    0.0%    0.0%  LazyCompile: ~parseTypePredicatePrefix /app/node_modules/typescript/lib/tsc.js:14038:42
      1    0.0%    0.0%  LazyCompile: ~parseTypeParameter /app/node_modules/typescript/lib/tsc.js:13460:36
      1    0.0%    0.0%  LazyCompile: ~parseTypeOperatorOrHigher /app/node_modules/typescript/lib/tsc.js:13954:43
      1    0.0%    0.0%  LazyCompile: ~parseTypeMember /app/node_modules/typescript/lib/tsc.js:13648:33
      1    0.0%    0.0%  LazyCompile: ~parseType /app/node_modules/typescript/lib/tsc.js:14045:27
      1    0.0%    0.0%  LazyCompile: ~parseTag /app/node_modules/typescript/lib/tsc.js:16417:34
      1    0.0%    0.0%  LazyCompile: ~parseParameterOrPropertyTag /app/node_modules/typescript/lib/tsc.js:16576:53
      1    0.0%    0.0%  LazyCompile: ~parseParameterList /app/node_modules/typescript/lib/tsc.js:13540:36
      1    0.0%    0.0%  LazyCompile: ~parseJsonText /app/node_modules/typescript/lib/tsc.js:12307:31
      1    0.0%    0.0%  LazyCompile: ~parseJSDocTypeExpression /app/node_modules/typescript/lib/tsc.js:16245:46
      1    0.0%    0.0%  LazyCompile: ~parseJSDocIdentifierName /app/node_modules/typescript/lib/tsc.js:16925:50
      1    0.0%    0.0%  LazyCompile: ~parseJSDocComment /app/node_modules/typescript/lib/tsc.js:16265:39
      1    0.0%    0.0%  LazyCompile: ~parseFunctionDeclaration /app/node_modules/typescript/lib/tsc.js:15726:42
      1    0.0%    0.0%  LazyCompile: ~parseFunctionBlockOrSemicolon /app/node_modules/typescript/lib/tsc.js:15616:47
      1    0.0%    0.0%  LazyCompile: ~parseExpected /app/node_modules/typescript/lib/tsc.js:12630:31
      1    0.0%    0.0%  LazyCompile: ~parseContextualModifier /app/node_modules/typescript/lib/tsc.js:12786:41
      1    0.0%    0.0%  LazyCompile: ~nodeIsPresent /app/node_modules/typescript/lib/tsc.js:6624:27
      1    0.0%    0.0%  LazyCompile: ~nodeIsMissing /app/node_modules/typescript/lib/tsc.js:6617:27
      1    0.0%    0.0%  LazyCompile: ~nextTokenIsIdentifierOrStringLiteralOnSameLine /app/node_modules/typescript/lib/tsc.js:15612:64
      1    0.0%    0.0%  LazyCompile: ~maybeTypeParameterReference /app/node_modules/typescript/lib/tsc.js:29207:45
      1    0.0%    0.0%  LazyCompile: ~map /app/node_modules/typescript/lib/tsc.js:527:17
      1    0.0%    0.0%  LazyCompile: ~lookAhead /app/node_modules/typescript/lib/tsc.js:12612:27
      1    0.0%    0.0%  LazyCompile: ~length /app/node_modules/typescript/lib/tsc.js:303:20
      1    0.0%    0.0%  LazyCompile: ~lastOrUndefined /app/node_modules/typescript/lib/tsc.js:1069:29
      1    0.0%    0.0%  LazyCompile: ~isWhiteSpaceSingleLine /app/node_modules/typescript/lib/tsc.js:4995:36
      1    0.0%    0.0%  LazyCompile: ~isTypeReferenceIdentifier /app/node_modules/typescript/lib/tsc.js:41486:43
      1    0.0%    0.0%  LazyCompile: ~isTypeParameterSymbolDeclaredInContainer /app/node_modules/typescript/lib/tsc.js:22579:58
      1    0.0%    0.0%  LazyCompile: ~isThislessVariableLikeDeclaration /app/node_modules/typescript/lib/tsc.js:26015:51
      1    0.0%    0.0%  LazyCompile: ~isThislessInterface /app/node_modules/typescript/lib/tsc.js:25781:37
      1    0.0%    0.0%  LazyCompile: ~isThisless /app/node_modules/typescript/lib/tsc.js:26026:28
      1    0.0%    0.0%  LazyCompile: ~isStringLiteral /app/node_modules/typescript/lib/tsc.js:10321:29
      1    0.0%    0.0%  LazyCompile: ~isStartOfType /app/node_modules/typescript/lib/tsc.js:13854:31
      1    0.0%    0.0%  LazyCompile: ~isStartOfStatement /app/node_modules/typescript/lib/tsc.js:15427:36
      1    0.0%    0.0%  LazyCompile: ~isStartOfParameter /app/node_modules/typescript/lib/tsc.js:13487:36
      1    0.0%    0.0%  LazyCompile: ~isSimpleTypeRelatedTo /app/node_modules/typescript/lib/tsc.js:29625:39
      1    0.0%    0.0%  LazyCompile: ~isRootedDiskPath /app/node_modules/typescript/lib/tsc.js:1872:30
      1    0.0%    0.0%  LazyCompile: ~isPrototypeProperty /app/node_modules/typescript/lib/tsc.js:34835:37
      1    0.0%    0.0%  LazyCompile: ~isParenthesizedArrowFunctionExpression /app/node_modules/typescript/lib/tsc.js:14225:56
      1    0.0%    0.0%  LazyCompile: ~isNumericLiteralName /app/node_modules/typescript/lib/tsc.js:34057:38
      1    0.0%    0.0%  LazyCompile: ~isListElement /app/node_modules/typescript/lib/tsc.js:12834:31
      1    0.0%    0.0%  LazyCompile: ~isJSDocOptionalParameter /app/node_modules/typescript/lib/tsc.js:27077:42
      1    0.0%    0.0%  LazyCompile: ~isJSDocConstructSignature /app/node_modules/typescript/lib/tsc.js:7954:39
      1    0.0%    0.0%  LazyCompile: ~isImplementsClause /app/node_modules/typescript/lib/tsc.js:15928:36
      1    0.0%    0.0%  LazyCompile: ~isIdentifierPart /app/node_modules/typescript/lib/tsc.js:5304:30
      1    0.0%    0.0%  LazyCompile: ~isGenericMappedType /app/node_modules/typescript/lib/tsc.js:26615:37
      1    0.0%    0.0%  LazyCompile: ~isFunctionLikeDeclarationKind /app/node_modules/typescript/lib/tsc.js:11079:43
      1    0.0%    0.0%  LazyCompile: ~isExternalModuleNameRelative /app/node_modules/typescript/lib/tsc.js:180:42
      1    0.0%    0.0%  LazyCompile: ~isExpressionNode /app/node_modules/typescript/lib/tsc.js:7574:30
      1    0.0%    0.0%  LazyCompile: ~isDeclarationStatementKind /app/node_modules/typescript/lib/tsc.js:11495:40
      1    0.0%    0.0%  LazyCompile: ~isDeclaration /app/node_modules/typescript/lib/tsc.js:15373:31
      1    0.0%    0.0%  LazyCompile: ~isConflictMarkerTrivia /app/node_modules/typescript/lib/tsc.js:5123:36
      1    0.0%    0.0%  LazyCompile: ~isClassMemberStart /app/node_modules/typescript/lib/tsc.js:15781:36
      1    0.0%    0.0%  LazyCompile: ~isBinaryExpression /app/node_modules/typescript/lib/tsc.js:10580:32
      1    0.0%    0.0%  LazyCompile: ~instantiateSymbol /app/node_modules/typescript/lib/tsc.js:29135:35
      1    0.0%    0.0%  LazyCompile: ~instantiateSignatures /app/node_modules/typescript/lib/tsc.js:29046:39
      1    0.0%    0.0%  LazyCompile: ~instantiateMappedType /app/node_modules/typescript/lib/tsc.js:29232:39
      1    0.0%    0.0%  LazyCompile: ~instantiateConditionalType /app/node_modules/typescript/lib/tsc.js:29279:44
      1    0.0%    0.0%  LazyCompile: ~hasTrailingDirectorySeparator /app/node_modules/typescript/lib/tsc.js:2033:43
      1    0.0%    0.0%  LazyCompile: ~hasModifier /app/node_modules/typescript/lib/tsc.js:9232:25
      1    0.0%    0.0%  LazyCompile: ~hasLateBindableName /app/node_modules/typescript/lib/tsc.js:26081:37
      1    0.0%    0.0%  LazyCompile: ~hasExportDeclarations /app/node_modules/typescript/lib/tsc.js:18637:39
      1    0.0%    0.0%  LazyCompile: ~handleError fs.js:262:21
      1    0.0%    0.0%  LazyCompile: ~getTypeWithThisArgument /app/node_modules/typescript/lib/tsc.js:26194:41
      1    0.0%    0.0%  LazyCompile: ~getTypeReferenceName /app/node_modules/typescript/lib/tsc.js:27634:38
      1    0.0%    0.0%  LazyCompile: ~getTypeOfSymbol /app/node_modules/typescript/lib/tsc.js:25495:33
      1    0.0%    0.0%  LazyCompile: ~getTypeOfParameter /app/node_modules/typescript/lib/tsc.js:36461:36
      1    0.0%    0.0%  LazyCompile: ~getTypeOfFuncClassEnumModule /app/node_modules/typescript/lib/tsc.js:25423:46
      1    0.0%    0.0%  LazyCompile: ~getTypeFromUnionTypeNode /app/node_modules/typescript/lib/tsc.js:28185:42
      1    0.0%    0.0%  LazyCompile: ~getTypeFromTypeLiteralOrFunctionOrConstructorTypeNode /app/node_modules/typescript/lib/tsc.js:28755:71
      1    0.0%    0.0%  LazyCompile: ~getTypeFromThisTypeNode /app/node_modules/typescript/lib/tsc.js:28937:41
      1    0.0%    0.0%  LazyCompile: ~getTypeFromIntersectionTypeNode /app/node_modules/typescript/lib/tsc.js:28301:49
      1    0.0%    0.0%  LazyCompile: ~getTypeFromIndexedAccessTypeNode /app/node_modules/typescript/lib/tsc.js:28552:50
      1    0.0%    0.0%  LazyCompile: ~getTypeAtFlowNode /app/node_modules/typescript/lib/tsc.js:32376:39
      1    0.0%    0.0%  LazyCompile: ~getTypeArgumentsForAliasSymbol /app/node_modules/typescript/lib/tsc.js:28777:48
      1    0.0%    0.0%  LazyCompile: ~getThisType /app/node_modules/typescript/lib/tsc.js:28925:29
      1    0.0%    0.0%  LazyCompile: ~getSymbolOfEntityNameOrPropertyAccessExpression /app/node_modules/typescript/lib/tsc.js:41563:65
      1    0.0%    0.0%  LazyCompile: ~getSymbolLinks /app/node_modules/typescript/lib/tsc.js:22195:32
      1    0.0%    0.0%  LazyCompile: ~getSymbolAtLocation /app/node_modules/typescript/lib/tsc.js:41659:37
      1    0.0%    0.0%  LazyCompile: ~getResolvedTypeParameterDefault /app/node_modules/typescript/lib/tsc.js:26867:49
      1    0.0%    0.0%  LazyCompile: ~getResolvedBaseConstraint /app/node_modules/typescript/lib/tsc.js:26802:43
      1    0.0%    0.0%  LazyCompile: ~getPropertiesOfUnionOrIntersectionType /app/node_modules/typescript/lib/tsc.js:26661:56
      1    0.0%    0.0%  LazyCompile: ~getPropertiesOfType /app/node_modules/typescript/lib/tsc.js:26683:37
      1    0.0%    0.0%  LazyCompile: ~getPathFromPathComponents /app/node_modules/typescript/lib/tsc.js:1934:39
      1    0.0%    0.0%  LazyCompile: ~getPackageName /app/node_modules/typescript/lib/tsc.js:21226:28
      1    0.0%    0.0%  LazyCompile: ~getPackageJsonInfo /app/node_modules/typescript/lib/tsc.js:21109:32
      1    0.0%    0.0%  LazyCompile: ~getOptionalType /app/node_modules/typescript/lib/tsc.js:31019:33
      1    0.0%    0.0%  LazyCompile: ~getNumNonRestParameters /app/node_modules/typescript/lib/tsc.js:29560:41
      1    0.0%    0.0%  LazyCompile: ~getNormalizedPathComponents /app/node_modules/typescript/lib/tsc.js:1926:41
      1    0.0%    0.0%  LazyCompile: ~getModifierFlagsNoCache /app/node_modules/typescript/lib/tsc.js:9257:37
      1    0.0%    0.0%  LazyCompile: ~getLocalTypeParametersOfClassOrInterfaceOrTypeAlias /app/node_modules/typescript/lib/tsc.js:25592:69
      1    0.0%    0.0%  LazyCompile: ~getLiteralTypeFromPropertyName /app/node_modules/typescript/lib/tsc.js:28320:48
      1    0.0%    0.0%  LazyCompile: ~getLateBoundSymbol /app/node_modules/typescript/lib/tsc.js:26179:36
      1    0.0%    0.0%  LazyCompile: ~getInferenceInfoForType /app/node_modules/typescript/lib/tsc.js:31595:45
      1    0.0%    0.0%  LazyCompile: ~getIndexedAccessType /app/node_modules/typescript/lib/tsc.js:28522:38
      1    0.0%    0.0%  LazyCompile: ~getIndexInfoOfSymbol /app/node_modules/typescript/lib/tsc.js:27469:38
      1    0.0%    0.0%  LazyCompile: ~getIndexDeclarationOfSymbol /app/node_modules/typescript/lib/tsc.js:27449:45
      1    0.0%    0.0%  LazyCompile: ~getImmediatelyInvokedFunctionExpression /app/node_modules/typescript/lib/tsc.js:7471:53
      1    0.0%    0.0%  LazyCompile: ~getIdentifierToken /app/node_modules/typescript/lib/tsc.js:5722:36
      1    0.0%    0.0%  LazyCompile: ~getGlobalNonNullableTypeInstantiation /app/node_modules/typescript/lib/tsc.js:31023:55
      1    0.0%    0.0%  LazyCompile: ~getFunctionFlags /app/node_modules/typescript/lib/tsc.js:8351:30
      1    0.0%    0.0%  LazyCompile: ~getDirectoryToWatchFailedLookupLocation /app/node_modules/typescript/lib/tsc.js:65708:57
      1    0.0%    0.0%  LazyCompile: ~getDeclarationOfKind /app/node_modules/typescript/lib/tsc.js:6432:34
      1    0.0%    0.0%  LazyCompile: ~getConstrainedTypeVariable /app/node_modules/typescript/lib/tsc.js:27718:44
      1    0.0%    0.0%  LazyCompile: ~getConditionalTypeInstantiation /app/node_modules/typescript/lib/tsc.js:29264:49
      1    0.0%    0.0%  LazyCompile: ~getConditionalType /app/node_modules/typescript/lib/tsc.js:28580:36
      1    0.0%    0.0%  LazyCompile: ~getCombinedNodeFlags /app/node_modules/typescript/lib/tsc.js:10020:34
      1    0.0%    0.0%  LazyCompile: ~getClassOrInterfaceDeclarationsOfSymbol /app/node_modules/typescript/lib/tsc.js:40313:57
      1    0.0%    0.0%  LazyCompile: ~getBaseTypes /app/node_modules/typescript/lib/tsc.js:25678:30
      1    0.0%    0.0%  LazyCompile: ~getBaseConstraintOfType /app/node_modules/typescript/lib/tsc.js:26789:41
      1    0.0%    0.0%  LazyCompile: ~getBaseConstraint /app/node_modules/typescript/lib/tsc.js:26809:39
      1    0.0%    0.0%  LazyCompile: ~getAccessibleSortedChildDirectories /app/node_modules/typescript/lib/tsc.js:3303:67
      1    0.0%    0.0%  LazyCompile: ~fsWatchDirectory /app/node_modules/typescript/lib/tsc.js:3455:38
      1    0.0%    0.0%  LazyCompile: ~fs.readFileSync fs.js:548:27
      1    0.0%    0.0%  LazyCompile: ~fs.openSync fs.js:642:23
      1    0.0%    0.0%  LazyCompile: ~forEach /app/node_modules/typescript/lib/tsc.js:307:21
      1    0.0%    0.0%  LazyCompile: ~findSourceFile /app/node_modules/typescript/lib/tsc.js:64279:32
      1    0.0%    0.0%  LazyCompile: ~filter /app/node_modules/typescript/lib/tsc.js:490:20
      1    0.0%    0.0%  LazyCompile: ~enumerateInsertsAndDeletes /app/node_modules/typescript/lib/tsc.js:2824:40
      1    0.0%    0.0%  LazyCompile: ~ensureTrailingDirectorySeparator /app/node_modules/typescript/lib/tsc.js:2047:46
      1    0.0%    0.0%  LazyCompile: ~encodeRealpathResult fs.js:1552:30
      1    0.0%    0.0%  LazyCompile: ~emitParameter /app/node_modules/typescript/lib/tsc.js:60508:31
      1    0.0%    0.0%  LazyCompile: ~emitNodeWithSourceMap /app/node_modules/typescript/lib/tsc.js:59171:39
      1    0.0%    0.0%  LazyCompile: ~declareSymbolAndAddToSymbolTable /app/node_modules/typescript/lib/tsc.js:18588:50
      1    0.0%    0.0%  LazyCompile: ~declareModuleMember /app/node_modules/typescript/lib/tsc.js:17710:37
      1    0.0%    0.0%  LazyCompile: ~createUnionOrIntersectionProperty /app/node_modules/typescript/lib/tsc.js:26908:51
      1    0.0%    0.0%  LazyCompile: ~createTypeReference /app/node_modules/typescript/lib/tsc.js:27556:37
      1    0.0%    0.0%  LazyCompile: ~createTypeMapper /app/node_modules/typescript/lib/tsc.js:29065:34
      1    0.0%    0.0%  LazyCompile: ~createSynthesizedNode /app/node_modules/typescript/lib/tsc.js:43639:35
      1    0.0%    0.0%  LazyCompile: ~createScanner /app/node_modules/typescript/lib/tsc.js:5322:27
      1    0.0%    0.0%  LazyCompile: ~createIdentifier /app/node_modules/typescript/lib/tsc.js:12740:34
      1    0.0%    0.0%  LazyCompile: ~createDirectoryWatcher /app/node_modules/typescript/lib/tsc.js:3098:40
      1    0.0%    0.0%  LazyCompile: ~copyObject fs.js:84:20
      1    0.0%    0.0%  LazyCompile: ~convertPropertyValueToJson /app/node_modules/typescript/lib/tsc.js:67988:44
      1    0.0%    0.0%  LazyCompile: ~containsReference /app/node_modules/typescript/lib/tsc.js:29219:39
      1    0.0%    0.0%  LazyCompile: ~computeBaseConstraint /app/node_modules/typescript/lib/tsc.js:26821:43
      1    0.0%    0.0%  LazyCompile: ~compilerHost.resolveTypeReferenceDirectives /app/node_modules/typescript/lib/tsc.js:66605:23
      1    0.0%    0.0%  LazyCompile: ~compareSignaturesIdentical /app/node_modules/typescript/lib/tsc.js:30843:44
      1    0.0%    0.0%  LazyCompile: ~compareComparableValues /app/node_modules/typescript/lib/tsc.js:1554:37
      1    0.0%    0.0%  LazyCompile: ~checkUnionOrIntersectionType /app/node_modules/typescript/lib/tsc.js:38273:46
      1    0.0%    0.0%  LazyCompile: ~checkTypeParameters /app/node_modules/typescript/lib/tsc.js:40090:37
      1    0.0%    0.0%  LazyCompile: ~checkTypeParameterListsIdentical /app/node_modules/typescript/lib/tsc.js:40112:50
      1    0.0%    0.0%  LazyCompile: ~checkTypeParameter /app/node_modules/typescript/lib/tsc.js:37741:36
      1    0.0%    0.0%  LazyCompile: ~checkTypeLiteral /app/node_modules/typescript/lib/tsc.js:38254:34
      1    0.0%    0.0%  LazyCompile: ~checkTypeForDuplicateIndexSignatures /app/node_modules/typescript/lib/tsc.js:38038:54
      1    0.0%    0.0%  LazyCompile: ~checkStrictModeFunctionName /app/node_modules/typescript/lib/tsc.js:18852:45
      1    0.0%    0.0%  LazyCompile: ~checkPropertyAccessExpressionOrQualifiedName /app/node_modules/typescript/lib/tsc.js:34936:62
      1    0.0%    0.0%  LazyCompile: ~checkNoTypeArguments /app/node_modules/typescript/lib/tsc.js:27735:38
      1    0.0%    0.0%  LazyCompile: ~checkMethodDeclaration /app/node_modules/typescript/lib/tsc.js:38080:40
      1    0.0%    0.0%  LazyCompile: ~checkInterfaceDeclaration /app/node_modules/typescript/lib/tsc.js:40433:43
      1    0.0%    0.0%  LazyCompile: ~checkIndexConstraints /app/node_modules/typescript/lib/tsc.js:40013:39
      1    0.0%    0.0%  LazyCompile: ~checkGrammarMethod /app/node_modules/typescript/lib/tsc.js:43215:36
      1    0.0%    0.0%  LazyCompile: ~checkGrammarFunctionLikeDeclaration /app/node_modules/typescript/lib/tsc.js:42825:53
      1    0.0%    0.0%  LazyCompile: ~checkGrammarForDisallowedTrailingComma /app/node_modules/typescript/lib/tsc.js:42779:56
      1    0.0%    0.0%  LazyCompile: ~checkGrammarExpressionWithTypeArguments /app/node_modules/typescript/lib/tsc.js:42921:57
      1    0.0%    0.0%  LazyCompile: ~checkGrammarDecoratorsAndModifiers /app/node_modules/typescript/lib/tsc.js:42499:52
      1    0.0%    0.0%  LazyCompile: ~checkGrammarComputedPropertyName /app/node_modules/typescript/lib/tsc.js:42973:50
      1    0.0%    0.0%  LazyCompile: ~checkExpressionWorker /app/node_modules/typescript/lib/tsc.js:37650:39
      1    0.0%    0.0%  LazyCompile: ~checkExportsOnMergedDeclarations /app/node_modules/typescript/lib/tsc.js:38512:50
      1    0.0%    0.0%  LazyCompile: ~checkDecorators /app/node_modules/typescript/lib/tsc.js:38837:33
      1    0.0%    0.0%  LazyCompile: ~checkCollisionWithGlobalPromiseInGeneratedCode /app/node_modules/typescript/lib/tsc.js:39322:64
      1    0.0%    0.0%  LazyCompile: ~checkCollisionWithArgumentsInGeneratedCode /app/node_modules/typescript/lib/tsc.js:39248:60
      1    0.0%    0.0%  LazyCompile: ~checkBlock /app/node_modules/typescript/lib/tsc.js:39232:28
      1    0.0%    0.0%  LazyCompile: ~checkArrayType /app/node_modules/typescript/lib/tsc.js:38263:32
      1    0.0%    0.0%  LazyCompile: ~check /app/node_modules/typescript/lib/tsc.js:25530:27
      1    0.0%    0.0%  LazyCompile: ~bindJSDoc /app/node_modules/typescript/lib/tsc.js:18937:27
      1    0.0%    0.0%  LazyCompile: ~bindEach /app/node_modules/typescript/lib/tsc.js:17835:26
      1    0.0%    0.0%  LazyCompile: ~binarySearch /app/node_modules/typescript/lib/tsc.js:1096:26
      1    0.0%    0.0%  LazyCompile: ~appendIfUnique /app/node_modules/typescript/lib/tsc.js:987:28
      1    0.0%    0.0%  LazyCompile: ~addListener events.js:296:58
      1    0.0%    0.0%  LazyCompile: ~addJSDocComment /app/node_modules/typescript/lib/tsc.js:12428:33
      1    0.0%    0.0%  LazyCompile: ~addInheritedMembers /app/node_modules/typescript/lib/tsc.js:26051:37
      1    0.0%    0.0%  LazyCompile: ~UseSparseVariant native array.js:61:26
      1    0.0%    0.0%  LazyCompile: ~Stats.isFile fs.js:219:34
      1    0.0%    0.0%  LazyCompile: ~Stats._checkModeProperty fs.js:211:46
      1    0.0%    0.0%  LazyCompile: ~StackPop native array.js:82:18
      1    0.0%    0.0%  LazyCompile: ~StackHas native array.js:85:18
      1    0.0%    0.0%  LazyCompile: ~QuickSort native array.js:573:19
      1    0.0%    0.0%  LazyCompile: ~InnerArrayJoin native array.js:274:24
      1    0.0%    0.0%  LazyCompile: ~FSWatcher._handle.onchange fs.js:1355:35
      1    0.0%    0.0%  LazyCompile: ~FSWatcher fs.js:1348:19
      1    0.0%    0.0%  LazyCompile: ~<anonymous> /app/node_modules/typescript/lib/tsc.js:7082:50
      1    0.0%    0.0%  LazyCompile: ~<anonymous> /app/node_modules/typescript/lib/tsc.js:24007:67
      1    0.0%    0.0%  LazyCompile: ~<anonymous> /app/node_modules/typescript/lib/tsc.js:16302:67
      1    0.0%    0.0%  LazyCompile: ~<anonymous> /app/node_modules/typescript/lib/tsc.js:1453:50
      1    0.0%    0.0%  LazyCompile: *symbolIsValue /app/node_modules/typescript/lib/tsc.js:23365:31
      1    0.0%    0.0%  LazyCompile: *structuredTypeRelatedTo /app/node_modules/typescript/lib/tsc.js:30178:45
      1    0.0%    0.0%  LazyCompile: *statsFromValues fs.js:245:25
      1    0.0%    0.0%  LazyCompile: *skipWhitespace /app/node_modules/typescript/lib/tsc.js:16407:40
      1    0.0%    0.0%  LazyCompile: *signaturesRelatedTo /app/node_modules/typescript/lib/tsc.js:30500:41
      1    0.0%    0.0%  LazyCompile: *resolveStructuredTypeMembers /app/node_modules/typescript/lib/tsc.js:26618:46
      1    0.0%    0.0%  LazyCompile: *resolveEntityName /app/node_modules/typescript/lib/tsc.js:22973:35
      1    0.0%    0.0%  LazyCompile: *resolveAnonymousTypeMembers /app/node_modules/typescript/lib/tsc.js:26434:45
      1    0.0%    0.0%  LazyCompile: *removeRedundantLiteralTypes /app/node_modules/typescript/lib/tsc.js:28090:45
      1    0.0%    0.0%  LazyCompile: *recursiveTypeRelatedTo /app/node_modules/typescript/lib/tsc.js:30117:44
      1    0.0%    0.0%  LazyCompile: *pushTypeResolution /app/node_modules/typescript/lib/tsc.js:24773:36
      1    0.0%    0.0%  LazyCompile: *propertiesIdenticalTo /app/node_modules/typescript/lib/tsc.js:30476:43
      1    0.0%    0.0%  LazyCompile: *parseTypeOperatorOrHigher /app/node_modules/typescript/lib/tsc.js:13954:43
      1    0.0%    0.0%  LazyCompile: *parseSemicolon /app/node_modules/typescript/lib/tsc.js:12674:32
      1    0.0%    0.0%  LazyCompile: *parseOptional /app/node_modules/typescript/lib/tsc.js:12646:31
      1    0.0%    0.0%  LazyCompile: *parseNonArrayType /app/node_modules/typescript/lib/tsc.js:13799:35
      1    0.0%    0.0%  LazyCompile: *parseModifiers /app/node_modules/typescript/lib/tsc.js:15836:32
      1    0.0%    0.0%  LazyCompile: *parseKeywordAndNoDot /app/node_modules/typescript/lib/tsc.js:13753:38
      1    0.0%    0.0%  LazyCompile: *parseJSDocCommentWorker /app/node_modules/typescript/lib/tsc.js:16286:45
      1    0.0%    0.0%  LazyCompile: *parseDecorators /app/node_modules/typescript/lib/tsc.js:15821:33
      1    0.0%    0.0%  LazyCompile: *nodeIsMissing /app/node_modules/typescript/lib/tsc.js:6617:27
      1    0.0%    0.0%  LazyCompile: *map /app/node_modules/typescript/lib/tsc.js:527:17
      1    0.0%    0.0%  LazyCompile: *isThisless /app/node_modules/typescript/lib/tsc.js:26026:28
      1    0.0%    0.0%  LazyCompile: *isSimpleTypeRelatedTo /app/node_modules/typescript/lib/tsc.js:29625:39
      1    0.0%    0.0%  LazyCompile: *isReadonlySymbol /app/node_modules/typescript/lib/tsc.js:36839:34
      1    0.0%    0.0%  LazyCompile: *isListElement /app/node_modules/typescript/lib/tsc.js:12834:31
      1    0.0%    0.0%  LazyCompile: *isInJavaScriptFile /app/node_modules/typescript/lib/tsc.js:7702:32
      1    0.0%    0.0%  LazyCompile: *isDoubleQuotedString /app/node_modules/typescript/lib/tsc.js:68048:38
      1    0.0%    0.0%  LazyCompile: *hasLateBindableName /app/node_modules/typescript/lib/tsc.js:26081:37
      1    0.0%    0.0%  LazyCompile: *hasDynamicName /app/node_modules/typescript/lib/tsc.js:8394:28
      1    0.0%    0.0%  LazyCompile: *getTypeWithThisArgument /app/node_modules/typescript/lib/tsc.js:26194:41
      1    0.0%    0.0%  LazyCompile: *getTypeReferenceTypeWorker /app/node_modules/typescript/lib/tsc.js:27685:44
      1    0.0%    0.0%  LazyCompile: *getTypeFromUnionTypeNode /app/node_modules/typescript/lib/tsc.js:28185:42
      1    0.0%    0.0%  LazyCompile: *getTypeFromTypeLiteralOrFunctionOrConstructorTypeNode /app/node_modules/typescript/lib/tsc.js:28755:71
      1    0.0%    0.0%  LazyCompile: *getSourceFileOfNode /app/node_modules/typescript/lib/tsc.js:6563:33
      1    0.0%    0.0%  LazyCompile: *getEscapedTextOfIdentifierOrLiteral /app/node_modules/typescript/lib/tsc.js:8444:49
      1    0.0%    0.0%  LazyCompile: *getDeclarationOfKind /app/node_modules/typescript/lib/tsc.js:6432:34
      1    0.0%    0.0%  LazyCompile: *getConstraintFromTypeParameter /app/node_modules/typescript/lib/tsc.js:27506:48
      1    0.0%    0.0%  LazyCompile: *getConstrainedTypeVariable /app/node_modules/typescript/lib/tsc.js:27718:44
      1    0.0%    0.0%  LazyCompile: *getCombinedModifierFlags /app/node_modules/typescript/lib/tsc.js:10004:38
      1    0.0%    0.0%  LazyCompile: *getCachedFileSystemEntries /app/node_modules/typescript/lib/tsc.js:62636:44
      1    0.0%    0.0%  LazyCompile: *getAnonymousTypeInstantiation /app/node_modules/typescript/lib/tsc.js:29162:47
      1    0.0%    0.0%  LazyCompile: *finishNode /app/node_modules/typescript/lib/tsc.js:12706:28
      1    0.0%    0.0%  LazyCompile: *findResolutionCycleStartIndex /app/node_modules/typescript/lib/tsc.js:24787:47
      1    0.0%    0.0%  LazyCompile: *findAncestor /app/node_modules/typescript/lib/tsc.js:345:26
      1    0.0%    0.0%  LazyCompile: *fillSignature /app/node_modules/typescript/lib/tsc.js:13513:31
      1    0.0%    0.0%  LazyCompile: *createObjectType /app/node_modules/typescript/lib/tsc.js:23394:34
      1    0.0%    0.0%  LazyCompile: *createNodeArray /app/node_modules/typescript/lib/tsc.js:12699:33
      1    0.0%    0.0%  LazyCompile: *combinePaths /app/node_modules/typescript/lib/tsc.js:2001:26
      1    0.0%    0.0%  LazyCompile: *checkTypeParameters /app/node_modules/typescript/lib/tsc.js:40090:37
      1    0.0%    0.0%  LazyCompile: *checkParameter /app/node_modules/typescript/lib/tsc.js:37763:32
      1    0.0%    0.0%  LazyCompile: *checkInterfaceDeclaration /app/node_modules/typescript/lib/tsc.js:40433:43
      1    0.0%    0.0%  LazyCompile: *bindPropertyWorker /app/node_modules/typescript/lib/tsc.js:19146:36
      1    0.0%    0.0%  LazyCompile: *bindContainer /app/node_modules/typescript/lib/tsc.js:17738:31
      1    0.0%    0.0%  LazyCompile: *addDeclarationToSymbol /app/node_modules/typescript/lib/tsc.js:17575:40
      1    0.0%    0.0%  LazyCompile: *QuickSort native array.js:573:19
      1    0.0%    0.0%  LazyCompile: *DoJoin native array.js:94:16
      1    0.0%    0.0%  Handler: An IC handler from the snapshot {2}
      1    0.0%    0.0%  Handler: An IC handler from the snapshot {1}
      1    0.0%    0.0%  Builtin: LoadIC_Uninitialized
